¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(365.22, 9.90, 323.00) (326.42, 1.99, 304.25) (6.00, 2.95, 8.43) Truck 22.9857
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0499
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66244
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34266
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10238
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95618
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92258
…(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92035
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56845
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27103
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96475
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52275
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11768
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78495
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40767
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10216
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84674
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74519
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75897
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464696
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683053
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91577
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.16425
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430173
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715338
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02185
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352148
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709084
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09591
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51645
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97528
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47772
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03032
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64077
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31857
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07542
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9258
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88807
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98569
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81295
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53593
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19504
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76708
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3774
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01249
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69476
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40839
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18604
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12924
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457661
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675572
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907773
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155718
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421041
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705546
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011347
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340819
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696811
…(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0826
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50197
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95945
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46041
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01123
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61966
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29507
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0491
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89617
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85446
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94721
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06611
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81058
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43334
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02012
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61886
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25383
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9927
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72651
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55554
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52966
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450799
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668262
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899983
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147416
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412157
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696007
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001028
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329749
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684828
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06962
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48785
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94402
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44352
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9926
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59906
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27218
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02348
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8673
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82174
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90976
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16142
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09546
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68005
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24706
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84125
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50353
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26807
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.05707
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94059
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444096
ƒ(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661119
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89237
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13929
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403424
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686664
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99103
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318936
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673178
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05696
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47408
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.929
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42704
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97449
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57897
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24986
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99851
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83922
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78986
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87329
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11933
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35591
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8934
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46387
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07121
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76213
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5456
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39121
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40708
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437562
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654153
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884969
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131377
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394972
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677591
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.981284
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308399
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661795
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04462
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46064
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91435
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41096
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95681
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55945
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22813
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97422
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81188
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75883
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83785
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07835
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45265
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10495
ƒ(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68796
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30908
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02989
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83329
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76054
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90615
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431194
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647385
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877727
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123685
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386742
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668721
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971747
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298146
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650696
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03261
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44759
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90009
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39533
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93962
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54043
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.207
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95059
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78526
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72867
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80338
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0386
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47294
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21733
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91966
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55518
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3073
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16961
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17933
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424964
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64079
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870729
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116174
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378706
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660139
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.962508
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288214
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639921
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0209
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43488
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88622
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38014
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92288
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52191
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18643
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9276
ƒ(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75943
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69939
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76987
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99996
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42785
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27043
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05046
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8107
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62875
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52852
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61655
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418947
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634376
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863859
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108866
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370874
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651752
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953495
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278505
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629447
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00956
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42253
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87274
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36535
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90662
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50396
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16648
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90532
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73433
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67093
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73739
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96246
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38414
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32605
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11052
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09401
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97386
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.902
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065061
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628138
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857214
(364.76, 9.91, 322.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101768
