¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27458
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462156
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586754
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717252
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85406
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997658
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148454
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275119
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401477
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540699
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.724258
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898754
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082577
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276417
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481109
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697476
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926558
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169422
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.427311
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7375
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24473
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93224
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85898
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006599
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110484
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218978
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332368
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450964
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575037
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705023
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841275
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984294
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134487
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292348
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458551
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620008
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788753
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966405
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153605
†(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351007
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559581
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780171
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013824
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261663
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05807
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48867
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98214
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53091
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41958
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.997447
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.100972
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209084
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322062
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440204
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563863
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693352
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829098
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97154
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121156
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278418
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446121
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642805
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855116
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035995
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226638
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427839
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64045
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865443
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103822
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356825
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80079
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24858
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7289
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23815
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0008
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32182
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.988706
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091908
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199641
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312234
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429976
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553195
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682214
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817476
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.959363
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108409
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265687
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435919
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633204
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845899
›(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072027
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301832
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.50696
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723751
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953322
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196692
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01039
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57467
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01686
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48471
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98036
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60123
(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8548
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182151
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33188
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490076
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657391
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834595
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022534
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260132
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545639
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002541
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570758
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176915
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840194
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65407
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81053
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24194
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25941
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38713
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65327
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13052
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.30736
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.26624
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.24182
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.12347
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.10403
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.96879
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.9549
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.94372
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.93521
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.9294
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.92626
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.92579
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1695
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318562
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475992
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642519
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818868
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005877
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233355
¬(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516612
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992799
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.559541
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171624
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855871
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63595
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76895
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25979
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28015
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41194
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69584
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1802
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.32638
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.28138
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.25524
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.15738
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.13789
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.0024
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.98848
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.97726
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.96874
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.96291
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.95976
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.95929
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157133
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305557
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462261
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627998
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803482
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98962
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20691
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488573
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982645
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547838
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169702
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845256
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56619
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72623
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27762
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30085
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43701
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7386
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23029
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.35848
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.31178
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.28467
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.19414
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.1746
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.03883
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.02488
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.01363
¥(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.00508
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.99924
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.99607
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.99559
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145074
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292818
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44886
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613829
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788506
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973756
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180799
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479308
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97207
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535704
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.165305
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785281
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49696
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68245
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29537
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3215
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46224
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78157
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28085
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.40639
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.36332
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.33576
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.23377
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.21419
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.07811
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.06412
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.05285
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.04427
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.0384
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.03523
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.03474
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133262
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280429
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435794
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600022
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773914
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958257
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155017
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469682
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961128
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527561
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113171
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725773
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42834
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63762
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31309
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3421
­(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48773
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82475
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33185
(337.66, 7.02, 315.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1225
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.42802
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.40189
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.27631
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.25668
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.12028
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.10625
(337.66, 7.02, 315.82) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.09494
