¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(337.06, 7.09, 320.00) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.234955
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493372
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549726
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608083
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668511
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731151
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79605
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863341
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933084
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092552
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262089
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442288
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634197
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838948
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05784
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30211
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89547
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32357
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.051554
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.102581
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155379
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.210139
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261453
»(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.309888
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.360061
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412006
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465768
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521454
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579132
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638882
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700772
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764921
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831402
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900321
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03059
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196508
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372792
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560413
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760446
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974151
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234996
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797098
(337.06, 7.09, 320.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84311
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619436
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830809
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0572
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300238
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561805
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.672534
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.643494
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.615803
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.589442
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.156167
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.540619
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.518119
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.402758
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.423369
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.084927
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.070566
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.424038
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.408803
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.394732
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.381814
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.370039
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.359398
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.349883
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.341487
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.334204
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.963809
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.959681
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.331522
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.343042
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.355699
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.369499
È(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628293
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840254
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067343
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311126
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571906
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844324
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.138359
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456504
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780439
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.175593
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.564408
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.075161
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.068744
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.119496
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.104104
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.284773
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.110279
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.109145
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.418015
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.405051
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.393233
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.382554
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.373003
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.364576
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.357265
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.982556
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.978411
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.341977
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.339084
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.337287
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.336586
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637195
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849792
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077579
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322122
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581609
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854786
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149624
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468806
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794582
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.196074
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390533
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.771133
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.15622
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.139772
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.10043
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.07763
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.05642
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.94579
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.800162
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.800625
â(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.987308
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.973886
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.961987
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.951597
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.942713
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.002321
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.998157
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.407776
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.404851
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.403032
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.534369
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.516561
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.499818
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.484126
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591453
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8654
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161085
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481244
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809058
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.217627
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.500843
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.667031
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.177618
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.13323
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.10878
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.08596
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.06474
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.0451
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.02704
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.64209
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.518908
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.520868
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.970216
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.959817
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.950925
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.023119
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.018935
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.933217
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.883834
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.436291
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.406554
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.378036
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.350716
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.324568
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.299572
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.275705
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.252949
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.231283
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.210691
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.191155
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.172661
è(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.155193
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.138737
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.126138
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.122121
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.119023
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.116839
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.11557
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.115215
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.115771
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.117241
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.119626
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.122927
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.127146
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.044969
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.040764
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 6.14535
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 6.153283
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 6.162156
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.460845
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.430988
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.402355
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.374925
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.348672
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.323573
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.299609
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.27676
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.255006
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.234329
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.214713
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.196143
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.178602
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.162077
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.146556
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.132027
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.118476
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.105894
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.094272
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.083601
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.073871
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.065077
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.05721
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.050266
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.023906
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.028625
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.034254
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 6.031619
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 6.029222
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 6.027726
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 6.027131
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673824
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888987
»(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119561
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365298
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62186
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898169
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196504
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519613
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83597
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100142
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387793
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720623
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07943
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.16757
(337.13, 7.09, 320.39) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.14304
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.156345
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.142734
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.130097
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.118423
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.107704
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.097929
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.089095
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.081192
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.074214
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.999573
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.989781
(337.13, 7.09, 320.39) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.981344
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 5.977148
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 5.973848
(337.13, 7.09, 320.39) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 5.971443
