¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(336.12, 7.49, 351.25) (331.59, 1.44, 369.00) (0.81, 2.16, 0.81) Human 1.758955
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.727351
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.743414
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.762678
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.786076
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.815251
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.765608
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.757824
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.750368
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.743234
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.736417
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.72991
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.723707
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.717805
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.712198
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.70688
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.701849
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.697101
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.69263
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.688434
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.68451
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.68094
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.678571
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.677587
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.677972
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.679734
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.682899
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.687521
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.693678
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.701488
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.711107
í(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.722755
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.736749
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.753528
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.773782
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.798621
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.830105
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.77508
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.767257
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.759763
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.752594
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.745742
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.739203
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.732969
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.727037
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.721403
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.716059
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.711004
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.706232
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.70174
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.697524
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.693581
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.689965
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.687528
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.686527
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.68694
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.688779
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.692072
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.696876
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.703283
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.711417
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.721459
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.733653
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.748364
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.766112
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.787721
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.814611
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.849594
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.786431
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.778561
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.771021
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.763809
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.756917
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.750338
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.744068
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.738101
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.732432
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.727057
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.721971
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.717171
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.712653
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.708413
é(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.704447
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.700781
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.698259
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.697234
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.697682
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.699619
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.703075
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.708115
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.71484
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.723395
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.733984
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.7469
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.762566
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.781633
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.805156
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.835076
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.875823
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.799905
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.791978
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.784386
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.777122
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.770181
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.763554
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.75724
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.751231
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.745522
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.740109
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.734988
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.730154
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.725604
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.721334
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.717341
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.71363
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.710997
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.709941
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.710436
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.712497
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.71616
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.721501
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.728638
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.737741
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.749053
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.762931
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.779906
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.800826
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.827172
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.861989
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.91424
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.815843
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.807848
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.800193
ê(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.792868
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.785868
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.779187
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.772819
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.76676
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.761003
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.755545
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.750382
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.745508
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.740922
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.736617
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.732592
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.728842
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.726066
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.724968
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.725522
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.727742
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.731675
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.737411
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.745091
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.754923
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.767214
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.78242
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.80126
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.82495
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.855872
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.900114
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.834729
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.826656
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.818925
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.811528
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.804458
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.797712
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.791281
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.785163
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.77935
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.77384
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.768626
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.763706
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.759074
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.754729
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.750665
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.746881
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.743929
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.742775
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.743406
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.745838
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.750129
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.756396
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.764815
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.775655
å(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.789327
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.80647
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.828167
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.856466
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.896345
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.973947
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.857298
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.84913
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.841309
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.833826
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.826675
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.81985
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.813347
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.807157
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.801278
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.795704
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.790432
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.785455
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.780771
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.776376
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.772266
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.76844
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.765294
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.764059
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.764794
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.767517
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.772309
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.77932
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.788796
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.801114
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.816888
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.837144
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.863848
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.90181
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.976374
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.88474
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.87646
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.86853
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.860943
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.853694
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.846774
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.840181
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.833907
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.827947
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.822298
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.816953
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.81191
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.807163
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.80271
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.798546
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.794668
é(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.791306
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.789951
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.790832
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.793984
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.799521
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.807662
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.818788
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.833513
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.852927
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.879217
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.918119
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.919237
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.910814
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.90275
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.895037
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.887665
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.88063
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.873926
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.867548
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.861489
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.855746
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.850313
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.845187
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.840364
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.835838
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.831608
(336.12, 7.49, 351.25) (331.44, 1.44, 368.94) (0.81, 2.16, 0.81) Human 1.827669
