¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.20422
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.865445
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.7892
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.76936
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.75134
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.73512
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.7207
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.70805
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.69718
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.68807
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.68071
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.67511
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.67126
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.61976
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.102881
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 4.082771
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.805177
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.783715
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.763269
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.743822
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.725356
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.707858
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.691314
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.675709
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.556326
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.535106
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.545081
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.558956
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.574015
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.59027
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.607732
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.887957
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.88944
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.86941
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.85122
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.83485
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.82028
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.80751
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.79653
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.78733
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.77989
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.77423
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.77032
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.71837
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.815307
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.791893
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.769525
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.748185
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.727852
— (442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.708513
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.69015
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.672748
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.656295
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.681583
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.59657
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.575233
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.555141
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.536277
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.518627
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.502177
(442.08, 14.44, 259.25) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 7.486911
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.01529
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.9932
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.97298
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.95462
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.93808
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.92337
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.91047
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.89938
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.89007
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.88256
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.87682
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.87287
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.82044
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.780684
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.757398
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.735152
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.713928
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.693705
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.67447
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.656205
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.638897
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.622532
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.690819
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83959
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49746
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23617
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.2313
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.20129
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.17324
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.14712
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.12292
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.10062
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.0802
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.06165
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.04495
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.03009
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.01706
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.00584
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.99644
” (442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.98884
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.98303
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.97902
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 11.92611
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.747315
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.724154
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.702026
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.680914
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.660798
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.641665
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.623495
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.606277
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.589995
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.700054
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85536
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51525
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26251
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3438
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.31349
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28516
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25879
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.23434
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.21182
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.19119
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.17245
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.15558
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.14056
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.12739
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.11605
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.10654
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.09885
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.09297
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.08891
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.03549
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.715173
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.692129
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.670115
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.64911
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.629098
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.610061
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.591984
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.574853
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.558652
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.709285
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87107
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53299
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28267
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46028
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.42966
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.40104
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3744
š (442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3497
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32695
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.3061
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.28716
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.27011
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.25493
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.24162
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.23015
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.22053
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.21275
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.20679
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.20267
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.14873
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.684223
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.661295
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.639391
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.618489
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.598577
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.579632
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.561645
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.544596
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.528476
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.718512
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87665
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55065
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30275
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.58088
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.54994
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.52102
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.49409
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46914
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.44614
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.42508
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.40593
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.38869
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.37335
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.35988
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.34828
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33855
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.33067
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32463
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.32045
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.26597
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.654437
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.631622
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.609822
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.589022
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.569204
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.550349
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.532447
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.51548
’ (442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.499436
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25438
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85891
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54101
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31653
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.70575
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.67449
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.64525
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.61804
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.59281
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.56956
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.54827
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.52891
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.51148
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.49595
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.48233
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4706
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.46074
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.45277
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.44665
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.4424
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.38736
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.625793
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.603082
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.581385
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.56068
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.540954
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.522188
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.504367
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.487477
(442.08, 14.44, 259.25) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 5.471506
(442.08, 14.44, 259.25) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 6.37556
(442.08, 14.44, 259.25) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 6.511323
(442.08, 14.44, 259.25) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 6.654005
(442.08, 14.44, 259.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29345
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.83507
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.80346
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.77391
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.74639
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.72089
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.69737
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.67584
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.65626
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.63863
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.62292
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.60914
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.59726
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.58729
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.5792
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.573
(442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.56869
¡ (442.08, 14.44, 259.25) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 12.51306
