¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(327.32, 7.53, 367.06) (337.11, 1.08, 388.28) (0.81, 2.16, 0.81) Human 6.851679
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.48354
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.45296
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.93341
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356291
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574774
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809792
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063377
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337706
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635374
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959491
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313606
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702057
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130032
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603796
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90634
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35923
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91017
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52486
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05735
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5403
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06551
(327.32, 7.53, 367.06) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.24347
(327.32, 7.53, 367.06) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.22065
(327.32, 7.53, 367.06) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 13.19989
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.86855
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.98871
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.9422
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.89846
—(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.85746
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.81916
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.78353
(327.32, 7.53, 367.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.75055
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360615
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579405
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8148
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068779
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343544
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641725
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966434
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321221
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710397
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139247
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61401
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936444
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44088
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00103
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62262
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08857
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57414
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10234
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.90188
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.87791
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.85608
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.83639
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.78226
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.76057
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.74262
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.72838
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.71784
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364948
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584054
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819805
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074183
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3494
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64811
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973371
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328828
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71876
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.148519
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624287
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01157
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52408
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09361
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67061
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11993
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60703
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13697
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 14.01633
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.99213
ˆ(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.9701
(327.32, 7.53, 367.06) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.95022
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.68945
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.66784
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.64996
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.63577
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.62527
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.89608
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369297
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588719
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82486
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079626
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355303
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654529
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980365
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33645
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727171
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157788
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634583
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.088
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58484
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13422
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69728
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14859
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6381
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17072
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17999
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32931
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39354
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98558
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.601
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.57947
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.56164
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.5475
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.57535
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.9236
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.99819
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373658
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593405
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829887
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085103
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36123
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660958
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987354
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.344131
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735608
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167119
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644917
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10004
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59746
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1482
–(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72467
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17822
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67021
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18773
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06501
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.85633
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.83215
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.8107
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.65887
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.47759
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.66627
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.5424
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.88466
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.91924
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.93849
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.96843
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378036
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598108
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.834973
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.09056
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367172
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667392
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994404
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351864
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7441
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17648
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655335
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11176
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61041
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16254
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75297
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20878
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70338
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2025
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95178
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.82154
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.79741
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.78159
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382403
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602803
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840024
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096056
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37311
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673868
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001456
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359594
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752589
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185853
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665741
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1237
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6236
¢(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1851
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78217
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24037
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73767
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21842
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84037
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.78954
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.76546
(327.32, 7.53, 367.06) (352.06, 0.30, 378.21) (1.97, 0.60, 4.08) Tools 17.75904
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.934
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.85822
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.70247
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.64296
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386813
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607556
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845164
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101559
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379072
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680353
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008537
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36735
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761145
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19529
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676231
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1359
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6371
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21904
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81231
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27295
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76532
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23549
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73064
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.93736
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.94505
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.95513
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.96761
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.98249
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.9998
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 16.71263
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.88759
(327.32, 7.53, 367.06) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.82725
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391243
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612297
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850277
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107077
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385061
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686882
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015654
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375113
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769698
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204738
©(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686714
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1484
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65087
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25329
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84331
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30657
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78221
(327.32, 7.53, 367.06) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.05298
(327.32, 7.53, 367.06) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.03295
(327.32, 7.53, 367.06) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 13.01492
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.50731
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.48761
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.47027
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.45527
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 15.44261
(327.32, 7.53, 367.06) (350.31, 0.72, 378.92) (1.40, 1.43, 1.35) Tools 16.80516
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395657
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617058
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855392
(327.32, 7.53, 367.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112633
