¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(425.28, 9.62, 363.05) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.97254
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607715
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423529
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807173
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228825
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694443
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18694
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63329
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12229
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66022
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11953
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51736
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66062
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80918
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96321
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12295
ã(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2887
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46072
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63932
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82483
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01756
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2179
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42627
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64298
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8777
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14448
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68048
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336951
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.552423
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784114
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029119
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301248
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597387
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.409019
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791241
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211294
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675044
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18921
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63578
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12499
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66326
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05968
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48043
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71814
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86813
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02371
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18506
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35248
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52625
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70668
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89407
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08884
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29128
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50181
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73491
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98048
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23669
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75176
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329539
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544465
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775547
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023519
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.291783
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.587101
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394522
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775382
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193816
ö(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655716
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16803
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6386
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1281
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61349
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00126
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41779
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77777
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92931
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08647
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2495
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41862
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59423
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77658
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96599
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16282
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36994
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5991
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83792
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08696
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34685
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82615
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322164
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536548
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767025
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015437
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28236
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033332
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380095
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759525
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176391
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636429
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14659
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64175
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13154
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56025
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94432
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35666
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80049
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99269
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15151
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31629
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48726
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66473
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84905
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04052
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24678
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46985
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70228
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94454
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19724
â(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46095
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90377
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31483
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528672
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75855
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00629
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272977
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020153
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365738
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743794
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159028
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617213
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12525
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64523
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13537
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5083
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88874
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29709
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73644
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05835
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21889
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38546
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55834
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73782
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92417
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1296
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3469
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57325
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80905
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0549
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31138
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57914
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98471
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307532
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520839
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75012
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.997196
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263637
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01018
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351379
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72806
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141732
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598095
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10397
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64906
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10562
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45768
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83456
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23901
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67406
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12633
î(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2887
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45714
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63196
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81456
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01813
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22995
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45048
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68015
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91954
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16916
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42959
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70149
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06893
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300274
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513049
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741737
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988152
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697571
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998669
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337114
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712399
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124512
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579037
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08282
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6442
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05934
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40826
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78175
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18244
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61322
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07766
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36094
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53135
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71348
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91211
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1187
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33369
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55758
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79077
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03384
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28737
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55196
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82825
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15667
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293058
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505304
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733404
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979163
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685815
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98706
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322881
ú(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696804
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107357
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56008
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06176
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62068
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02129
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36259
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73031
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12728
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55405
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01394
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43567
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61746
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81131
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01294
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22265
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44098
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66829
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90516
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15159
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40733
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67423
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.953
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26304
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285883
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497603
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72512
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970229
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674152
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976331
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308849
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681274
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090267
(425.28, 9.62, 363.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.541191
