¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(408.81, 14.08, 246.33) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 19.64872
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.40993
(408.81, 14.08, 246.33) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.22744
(408.81, 14.08, 246.33) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.21832
(408.81, 14.08, 246.33) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.45022
(408.81, 14.08, 246.33) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.32504
(408.81, 14.08, 246.33) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.31685
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81901
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904846
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094459
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291057
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.50085
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726136
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968691
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230547
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.513947
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809944
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129933
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4786
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859898
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278559
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740313
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25198
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8024
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40345
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.57749
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.45804
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.43492
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.4136
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39406
(408.81, 14.08, 246.33) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.67531
(408.81, 14.08, 246.33) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 14.66697
(408.81, 14.08, 246.33) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.65517
(408.81, 14.08, 246.33) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.52208
(408.81, 14.08, 246.33) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.51376
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71272
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899203
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088426
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285944
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495334
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720247
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962314
æ(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223624
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506491
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803809
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123305
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471382
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851971
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269846
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730657
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24129
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79423
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39435
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.56346
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.44381
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.42073
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39945
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.37993
(408.81, 14.08, 246.33) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 15.15563
(408.81, 14.08, 246.33) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 15.14719
(408.81, 14.08, 246.33) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.15609
(408.81, 14.08, 246.33) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 13.14659
(408.81, 14.08, 246.33) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 14.71838
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60188
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893625
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082453
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280893
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489909
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714416
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956058
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216878
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499146
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797921
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116883
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464352
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844305
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261429
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.721331
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23095
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78654
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38575
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.5513
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.43134
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.40829
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.38703
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.147577
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.14264
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.138185
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.134211
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.130713
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.12769
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.125138
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.123056
Ú(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.121443
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.120297
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888092
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07656
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275929
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484614
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70871
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949909
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210244
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491957
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792217
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110676
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457613
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836908
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253298
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712388
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22099
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77929
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37763
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.54098
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.4206
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39758
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.37635
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.143464
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.138535
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.134089
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.130122
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.126631
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.123613
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.121067
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.118989
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.117381
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.116238
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882691
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070747
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271098
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.479445
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703175
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94394
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.203784
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484963
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786675
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104688
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451092
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829794
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245438
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703722
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21138
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77249
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37005
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.5325
ê(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.4116
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.3886
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.36739
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.139831
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.134911
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.130471
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.12651
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.123025
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.120013
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.117471
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.115398
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.113793
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.112653
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877285
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065003
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266028
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474382
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697724
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938084
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197429
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47812
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781395
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098946
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444812
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822867
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237865
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695365
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2021
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76612
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36296
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.52586
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.40432
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.38134
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.36014
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.136677
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.131762
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.127329
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.123373
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.119894
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.116886
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.114348
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.112279
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.110677
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.10954
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87199
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.059344
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25997
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469432
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692393
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932347
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19126
ç(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471375
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775474
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093397
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438763
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816275
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230595
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687313
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1932
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75648
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35635
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.52104
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39875
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.37579
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.35461
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.133997
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.129089
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.12466
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.12071
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.117234
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.11423
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.111697
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.10963
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.108031
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.106896
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866784
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05374
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253996
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464567
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687172
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926745
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185184
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464818
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768335
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088054
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432949
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809928
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223625
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679603
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18462
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74692
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35025
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.51805
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.39491
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.37195
(408.81, 14.08, 246.33) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 11.35078
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.131792
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.126887
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.122463
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.118517
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.115044
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.112044
Û(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.109513
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.10745
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.105852
(408.81, 14.08, 246.33) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 3.104719
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.861648
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048224
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248069
(408.81, 14.08, 246.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459829
