¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(432.35, 14.48, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81992
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.08408
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 18.05665
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333107
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631127
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955623
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310244
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699308
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144777
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644486
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19628
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7802
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43414
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17449
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00035
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.51371
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.48902
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.46628
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.44549
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.42661
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.50858
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.79084
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.74537
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.70276
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.66298
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.62601
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.59181
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.56036
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.53164
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.50562
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.37269
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324078
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621322
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944889
õ(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298509
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686398
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131279
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625557
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17505
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75573
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40653
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14309
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98391
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.51525
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.49056
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.46782
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.44702
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.42815
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.43956
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.26227
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.21868
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.17787
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.1398
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.10445
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.07179
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.04179
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 17.01443
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.98969
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.86119
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314904
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611335
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934021
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286595
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673311
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116437
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606364
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15356
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73108
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37872
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11149
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.954
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.58598
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.57499
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.5659
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.55869
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.55337
(432.54, 14.47, 319.54) (445.17, 7.43, 296.98) (0.61, 0.87, 0.61) Tools 12.54992
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.76657
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.72472
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.68556
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.64907
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.61521
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.58395
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.55528
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.52917
à(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.50561
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.38139
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305621
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601242
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923024
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274526
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660028
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098989
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586926
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13173
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70622
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35075
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07969
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92372
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81675
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5968
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23145
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.43774
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.38946
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.34389
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.301
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.26077
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.22313
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.18809
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.1556
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.12565
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.0982
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.07325
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 16.05076
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.93039
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296217
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590983
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911853
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262307
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646561
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081322
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567248
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10969
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68125
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32253
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0477
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8931
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79982
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56974
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20191
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.99474
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.94818
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.90425
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.86294
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.82418
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.78797
í(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.75427
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.72305
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.6943
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.66799
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.64409
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.6226
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.50582
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286658
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58063
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900528
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249907
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632963
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063419
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547302
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08739
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65609
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29418
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01551
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86216
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78269
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54347
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17325
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.57729
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.53232
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.48993
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.45006
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.41269
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.37779
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.34534
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.3153
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.28765
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.26239
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.23947
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.21889
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.10549
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27698
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570111
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889062
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23735
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619184
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045309
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527178
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06482
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.886101
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.887752
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.89088
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.895487
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.901579
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.909156
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.918226
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.1833
ü(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.13982
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.09885
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.06034
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 15.02425
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.99058
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.95928
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.93034
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.90373
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.87943
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.85742
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.83769
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.72746
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267203
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559465
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87744
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224668
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605211
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027022
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506791
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04197
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.799854
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.801216
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.80404
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.80833
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.81409
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.821324
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.830035
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.96097
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.76886
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.72921
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.69196
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.65708
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.62454
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.59432
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.5664
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.54074
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.51734
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.49618
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.47724
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.36999
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257339
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54871
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865726
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211835
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.591096
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008527
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486202
(432.54, 14.47, 319.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01896
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.716447
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.717531
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.720066
… (432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.724055
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.729499
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.736403
(432.54, 14.47, 319.54) (441.92, 7.42, 297.60) (1.43, 0.85, 0.88) Fence 9.744774
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.45852
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.41775
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.37934
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.34327
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.30951
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.27803
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.24882
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.22185
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.19709
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.17453
(432.54, 14.47, 319.54) (446.24, 8.08, 293.71) (7.66, 2.69, 3.39) Cabin 14.15415
