¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84946
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.26665
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.24862
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.23304
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.21991
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.20922
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.20095
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010655
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258408
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525493
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814213
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127207
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467675
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83928
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204715
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595305
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0221
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49425
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03311
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42009
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83326
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27708
(321.75, 7.29, 367.72) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.50558
(321.75, 7.29, 367.72) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.48087
(321.75, 7.29, 367.72) (348.28, 0.34, 381.89) (0.87, 0.61, 0.61) Tools 13.32354
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.88483
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.86512
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.84768
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.83248
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.81953
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.80881
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.80031
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.79403
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.78996
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.94202
©(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.93048
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.92147
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013735
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261721
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529101
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81809
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131441
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472292
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844316
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203108
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593581
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0202
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51171
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02292
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40918
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82531
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26851
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74814
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.85317
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.83381
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.81642
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.72342
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.70612
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.69104
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.67819
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.66755
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.65911
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.65286
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.6488
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.7342
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.72168
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 17.71183
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016787
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265056
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532655
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82197
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135647
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476865
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.84309
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201632
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591968
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03499
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52935
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01337
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39894
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8143
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26068
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73973
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.72746
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.70504
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.68459
ª(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.58655
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.56939
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.55443
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.54167
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.5311
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.52271
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.5165
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.51246
(321.75, 7.29, 367.72) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 18.58256
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.019827
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268351
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536237
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825828
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139865
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48145
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841853
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200312
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601001
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0511
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54711
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00447
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3894
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80401
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25187
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73216
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.73863
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.71619
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.69572
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.45434
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.43731
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.42246
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.40979
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.39929
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.39096
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.38478
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.38075
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022906
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271633
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539767
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829678
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144032
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48598
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840755
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20429
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615766
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06733
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56509
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99623
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3805
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79445
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24156
°(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72546
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.88058
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.85365
(321.75, 7.29, 367.72) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.82874
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.32662
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.30972
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.29498
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.2824
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.27197
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.26369
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.25754
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.25352
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025949
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274917
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543299
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833509
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148188
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490526
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840338
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217882
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630691
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08373
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58317
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98861
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37236
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78566
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23208
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70631
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.26154
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.24128
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.22306
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.45613
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.18645
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.17182
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.15933
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.14897
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.14073
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.13462
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.13062
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028971
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278163
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54681
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83731
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15232
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495034
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8529
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231617
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645703
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10026
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60143
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98163
±(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36484
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77758
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22152
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6736
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.24774
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.22441
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.20312
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.47471
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.35856
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.33894
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.3215
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.30624
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.29315
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.28221
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.27341
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031984
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281426
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550362
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841105
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156444
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499518
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864302
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245436
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.660848
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11693
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61904
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97526
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35804
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77027
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19218
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65092
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.26735
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.24399
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.22267
(321.75, 7.29, 367.72) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.49324
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.62189
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.60187
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.58407
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.56849
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.55512
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.54393
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.53493
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284626
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553817
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844888
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160521
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503981
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867693
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259405
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676105
®(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1337
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6137
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96957
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35188
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74857
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16381
(321.75, 7.29, 367.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75819
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.00218
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.97248
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.94512
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.92008
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.89735
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.8769
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.85872
(321.75, 7.29, 367.72) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.8428
