°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
∏(328.97, 7.77, 368.87) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.3643
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817639
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107828
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424991
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773003
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156507
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58115
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05389
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583251
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17999
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85766
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63394
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53169
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58181
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82646
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81763
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79813
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78075
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.76546
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75225
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.74112
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.73205
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.72505
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.65364
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.793803
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.943431
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103487
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275076
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.869558
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079964
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.307003
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552636
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819256
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109613
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42692
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775141
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158841
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583767
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056803
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586502
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18365
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8619
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63874
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53729
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58839
ú(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83433
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.84847
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.82891
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81147
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79613
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78287
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.77169
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.76259
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.75555
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.655766
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.796069
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.94585
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.106076
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675272
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870868
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08136
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308533
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554279
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82106
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111547
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429075
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.777471
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161425
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586638
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060019
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590129
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18777
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86652
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64409
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54352
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59573
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84308
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.88154
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86191
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.8444
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.829
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.81569
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.80447
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.79532
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.78824
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.657974
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.798421
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.948363
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.494359
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676627
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.872311
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082935
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310184
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55611
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82304
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11373
¨(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431436
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780081
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164318
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589826
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063562
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594106
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19225
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87167
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64999
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55038
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60381
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84258
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.91685
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.89715
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.87958
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86411
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.85075
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83947
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.83028
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.82316
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.660265
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.800864
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.950971
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495702
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678092
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873889
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.084614
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558095
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825201
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116081
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433983
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782887
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167436
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59327
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067407
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598463
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19715
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87726
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65642
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55786
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61259
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8284
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.95444
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.93467
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.91702
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90149
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.88806
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.87673
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86749
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.86032
ì(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.662637
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.803392
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32683
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497185
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679685
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875602
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086488
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314004
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560261
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827541
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11862
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436802
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785967
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170828
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597063
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071605
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603173
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20247
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88332
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66341
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56597
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60477
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81512
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99434
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.97448
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.95675
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.94115
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.92766
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.91627
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.90698
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.89977
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.665091
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.168881
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32834
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.498803
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68139
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877464
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08848
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316168
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562548
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830056
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121391
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439774
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789273
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174477
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60108
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076144
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608232
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20824
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88987
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67092
Ø(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57471
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59436
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80277
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.03657
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01662
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99882
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98314
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.96958
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.95813
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.94878
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.94152
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.667627
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.170373
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.32993
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5005
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.68325
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.879415
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090571
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318452
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565047
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832754
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124311
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44304
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792799
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178373
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605427
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080967
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613655
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21438
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89686
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67899
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58408
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59354
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79138
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88248
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.06114
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.04324
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.02749
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.01386
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.00234
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.99293
(328.97, 7.77, 368.87) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 13.98562
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022329
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.171978
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331656
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.502325
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685184
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881538
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092833
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320876
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567698
§(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835635
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127445
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446448
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796584
(328.97, 7.77, 368.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.18253
