¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(332.08, 7.24, 374.33) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 15.36636
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36126
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13601
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02624
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05967
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27369
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61355
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31349
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46023
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18097
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067136
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271083
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490222
ÿ(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726258
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981212
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25737
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557447
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884646
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242739
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636256
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070639
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552568
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09015
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69354
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37549
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15228
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04503
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08162
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29964
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6356
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35121
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50739
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2416
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.93841
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07104
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275272
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494723
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731107
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986453
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263063
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56365
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891399
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250161
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644428
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079699
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562625
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1014
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70621
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38986
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16871
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06401
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10378
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32585
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66819
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38935
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5551
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30297
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.074956
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279492
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49925
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736001
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991755
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268808
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569895
ƒ(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898232
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257639
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652671
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088805
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572757
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11275
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71897
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40437
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18531
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08317
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12614
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35232
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70439
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42792
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60335
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36507
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078934
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283728
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503833
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740951
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997089
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274584
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576182
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905119
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265192
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660974
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.098019
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582993
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12421
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73189
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41899
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20206
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10252
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14873
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37289
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74108
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4669
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65213
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86041
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082929
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.288027
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508425
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745906
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00247
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.280428
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58254
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912047
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272789
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66937
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107279
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593326
€(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13575
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74487
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43376
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21895
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12204
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17154
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39631
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77827
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50628
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70147
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.33935
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086949
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.292344
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513091
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75093
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007882
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.28631
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588952
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919034
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280474
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67779
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116631
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603732
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14739
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75802
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44866
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23598
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14173
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19457
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42798
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81594
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54609
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75135
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.02739
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090982
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296685
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517759
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755979
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013339
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292234
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595398
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926103
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288202
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686319
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126066
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614223
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15914
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77126
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46368
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2532
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16162
ù(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21781
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4601
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85415
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58629
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80176
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.08822
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09508
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301069
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522481
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76106
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018847
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298203
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601886
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933202
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295993
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694899
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135559
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62479
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17098
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78459
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47882
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27055
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18167
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24125
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48858
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89283
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62692
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51015
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14974
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099189
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305466
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527208
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766165
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.024386
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304215
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608428
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940354
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303834
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703563
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145115
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.635451
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18291
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79804
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49409
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28805
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20187
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26489
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5166
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93202
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66795
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.96282
ñ(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.21195
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103326
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309911
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531998
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771337
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029964
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310247
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615036
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947558
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311736
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71226
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15479
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646188
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19494
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8116
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50949
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30565
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2223
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28874
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5449
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97174
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70936
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59648
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.27485
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107476
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314374
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536807
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776525
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.035569
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31634
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621672
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954814
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319705
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721043
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164494
(332.95, 7.27, 374.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656997
