¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.12193
(417.03, 13.24, 329.12) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.11861
(417.03, 13.24, 329.12) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.11824
(417.03, 13.24, 329.12) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.12043
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.7965
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.82224
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.85102
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.88285
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 19.91776
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.847556
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.934741
š (417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.445798
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.378405
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.313302
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.281476
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.260675
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.241071
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.241926
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.257474
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.274178
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.302262
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.356941
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.413559
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.489339
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.602602
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.730899
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.969303
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92264
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50132
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13644
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77269
(417.03, 13.24, 329.12) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.22314
(417.03, 13.24, 329.12) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.23546
(417.03, 13.24, 329.12) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.25037
(417.03, 13.24, 329.12) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 17.26789
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.00415
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.03051
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.05993
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.09244
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.12806
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.900952
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.918394
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.514819
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.446452
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.380411
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.339891
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.318964
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.299242
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.294321
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.310257
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.32736
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.35046
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.405993
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.463494
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.533511
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.648221
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.767657
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.005839
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81064
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33801
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95726
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63913
¥ (417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.41359
(417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.4106
(417.03, 13.24, 329.12) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 17.88203
(417.03, 13.24, 329.12) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 17.90051
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.21925
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.24624
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.27634
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.30955
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.34592
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.95611
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.960834
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.591214
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.517039
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.450016
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.40035
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.379291
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.359447
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.34847
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.364813
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.382332
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.401043
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.456641
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.515059
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.579065
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.695278
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.816295
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.043467
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85033
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1797
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78379
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44816
(417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.34595
(417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.34292
(417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.34249
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.41756
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.4421
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.46976
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.50056
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.53452
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.57166
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.013093
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.01816
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.171047
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.59026
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.522212
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.462917
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.441724
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.421755
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.404426
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.421193
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.439147
¤ (417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.458305
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.508929
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.568302
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.629772
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.74381
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.86647
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.082204
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89188
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08544
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61574
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26343
(417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.28138
(417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.27832
(417.03, 13.24, 329.12) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 17.56324
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.64782
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.67302
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.70138
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.73292
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.76765
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.80562
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.071963
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.077391
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.152452
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.666219
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.597099
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.53033
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.506335
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.486238
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.467359
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.479455
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.497865
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.517489
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.562903
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.623271
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.685768
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.793853
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.918219
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.122075
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.626728
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13023
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45296
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08467
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.90388
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.90075
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.90014
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.90205
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.91236
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.94146
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 20.97377
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.00932
(417.03, 13.24, 329.12) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 21.04814
 (417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.132796
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.138601
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.145333
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.745028
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.674788
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.606938
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.573201
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.552972
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.533971
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.539658
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.558542
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.578657
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.618612
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.680016
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.743583
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.84545
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.971586
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.163098
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.589382
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17704
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38147
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91166
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.84489
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.84173
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.84108
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.84294
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.84732
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.195664
(417.03, 13.24, 329.12) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 6.201867
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.982179
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.826806
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.755398
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.686417
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.642404
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.622038
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.602914
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.601868
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.621249
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.641873
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.676111
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.738593
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.803273
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.898642
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.026618
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.205304
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.552029
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22581
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43185
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74414
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.93307
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.94712
 (417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.96372
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 16.98289
(417.03, 13.24, 329.12) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 17.00465
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495365
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.419605
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.090597
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.930552
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.839039
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.768877
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.714026
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.693521
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.674267
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.666146
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.686046
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.707202
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.735448
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.79905
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.864892
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.953466
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.083352
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.248705
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.522551
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27665
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48439
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70075
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20934
(417.03, 13.24, 329.12) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 17.61789
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471152
(417.03, 13.24, 329.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856054
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.203742
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 8.039678
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.925852
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.854453
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.788161
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.767511
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.748126
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.732566
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.753008
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.774723
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.797726
(417.03, 13.24, 329.12) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.861455
