¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(332.28, 7.38, 364.64) (337.69, 1.16, 384.09) (0.81, 2.16, 0.81) Human 7.538774
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.802853
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081069
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38437
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717532
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081571
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482932
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.927958
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.422971
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.979146
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29334
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02435
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8586
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81948
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93797
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25605
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74187
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23423
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.43055
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.40828
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.38865
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.37165
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.35728
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.34552
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.33636
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.3298
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.32583
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.32444
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900593
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104582
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324304
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558695
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810925
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088943
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392964
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.726626
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091863
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494194
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.940549
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437036
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.994412
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30681
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03967
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87616
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83979
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96173
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28432
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74644
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27607
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.53708
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.51464
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.49487
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.47775
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.46326
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.45141
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.44217
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.43554
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.43152
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.4301
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90599
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.110162
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330318
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566191
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.819039
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.09684
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401584
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735744
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102188
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50561
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953182
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.451152
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00975
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32039
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05513
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89389
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86028
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98575
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31279
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7584
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31932
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.64756
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.62496
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.60504
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.58779
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.57319
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.56123
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.55191
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.54522
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.54115
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.53969
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.911407
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115755
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.336348
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573721
õ(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827194
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104757
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410227
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74488
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112546
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517057
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.965859
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465318
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68373
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33407
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07068
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91173
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88096
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00995
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34152
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80222
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36394
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.76212
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.73935
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.71927
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.70188
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.68716
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.67511
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.6657
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.65894
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.65481
(331.96, 7.51, 365.57) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.65333
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.916839
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121363
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342393
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581001
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835388
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112696
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418893
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75404
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122933
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.528543
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978578
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479534
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69595
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34787
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08636
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92968
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90179
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03433
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37045
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84668
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.31572
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.30091
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.28872
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.27912
ø(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.2721
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.26767
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.26581
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.26654
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.26984
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.27572
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.28419
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.922289
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126983
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348451
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587552
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843619
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.120653
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427579
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763371
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133348
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.540061
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991213
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.493795
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70823
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36176
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10212
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94779
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92272
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05889
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39965
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.14445
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.12709
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.11232
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.10012
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.0905
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.08343
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.07892
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.07695
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.07754
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.08067
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.08636
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.0946
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927755
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.132768
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354525
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594118
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851888
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128926
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436288
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772915
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143794
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.551613
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.003843
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508101
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72063
¤(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37572
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11801
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96601
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94385
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08366
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42905
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.78631
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.76919
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.75461
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.74255
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.733
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.72596
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.72142
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.71938
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.71983
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.72278
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.72823
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.77589
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.933236
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.138659
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36061
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600698
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860193
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13795
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445016
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782484
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154023
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563193
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.016721
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522452
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73311
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38979
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13401
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98438
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96513
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10859
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45868
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.44522
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.42834
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.41394
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.40201
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.39254
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.38553
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.38097
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.37886
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.37919
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.50442
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.49085
(331.96, 7.51, 365.57) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.48927
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938729
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144567
ñ(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366707
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60729
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867836
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147013
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453759
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792072
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.164183
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574805
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.029631
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16062
(331.96, 7.51, 365.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74564
