¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193966
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0575
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.04746
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.03908
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.03236
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0273
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.094924
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687643
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876451
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079125
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29728
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532685
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785634
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336937
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649404
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975064
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329684
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731674
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.199558
È(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700153
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.337034
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.92064
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.994531
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.29949
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.27549
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.369961
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.270486
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.259146
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.19712
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.18186
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.1683
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.861303
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.14626
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.13777
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.13095
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.12579
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.178109
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.693105
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882314
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085435
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304077
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540027
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795363
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062225
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350178
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663874
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990437
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346529
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.756697
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228621
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758402
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.426561
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.539878
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17042
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.40361
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.475655
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.371295
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.358741
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.31725
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.30006
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.28461
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.27088
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.851677
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.785942
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.23993
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.233
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.22775
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.264542
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698641
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888213
Æ(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091823
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310939
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54743
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803408
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.899198
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.876942
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678508
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006045
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365125
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781963
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257902
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808323
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.51965
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.55308
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25344
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.587556
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.477102
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.463295
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.4432
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.42404
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.40664
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.39099
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.37708
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.3649
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.748984
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.714146
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.33865
(335.79, 7.22, 317.20) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.3333
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.354391
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704212
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894198
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098198
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317828
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554892
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81149
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.829326
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.807285
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.786397
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.766644
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.748009
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.730479
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.714038
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.698676
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.616487
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.598219
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.658938
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.588181
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.573061
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.62852
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.620414
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.613313
Ä(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.607213
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.602108
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.597997
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.594872
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.592735
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.591584
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.591415
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.592232
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.44783
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.709836
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90021
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104675
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32479
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562444
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819654
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.861613
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.833791
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.807207
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.781837
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.75766
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.734656
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.712808
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.692096
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.672504
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.654017
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.63662
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.620299
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.605043
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.590838
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.577673
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.565537
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.554425
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.544325
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.535229
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.529544
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.527419
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.52627
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.526095
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.526895
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.528668
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715478
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906264
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11118
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331818
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570019
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827869
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107892
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404784
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7231
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054247
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43528
´(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859522
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347391
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909088
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47153
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96527
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51385
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10237
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73905
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.693469
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.680033
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.667644
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.656291
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.645968
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.636667
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.628379
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.621099
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.614821
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.609541
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.518527
(335.79, 7.22, 317.20) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.519418
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721158
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912345
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117753
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338901
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577641
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836151
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116909
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418775
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73825
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072643
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459156
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885981
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377758
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943267
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54274
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0474
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60464
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19854
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84559
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57444
(335.79, 7.22, 317.20) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 14.56025
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.54758
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.53711
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.52882
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.52271
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51877
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.517
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51739
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51995
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.52468
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.53158
¡(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726857
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918495
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.124363
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346019
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585339
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844524
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125977
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432786
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753613
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094539
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483299
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912659
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408363
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.977795
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61901
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13134
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69748
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29701
(335.79, 7.22, 317.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94761
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.34679
(335.79, 7.22, 317.20) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 14.33209
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.31955
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.30917
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.30093
(335.79, 7.22, 317.20) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 14.29484
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.29088
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.28906
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.28938
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.29182
(335.79, 7.22, 317.20) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.2964
