¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ñ(380.62, 14.69, 269.07) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.28762
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155588
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57164
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02886
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53362
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08389
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45493
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8535
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2827
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74614
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28845
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21506
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32088
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09484
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77419
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51622
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62068
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6311
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401065
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693518
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011274
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357679
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736842
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125398
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.538521
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.992435
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49329
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03275
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40014
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79469
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2194
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67783
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22198
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13886
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19894
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6949
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33964
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04224
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04052
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34897
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385234
¹(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674424
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990479
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334991
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711929
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095361
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505575
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956141
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45818
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98259
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34651
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73709
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15746
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.611
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15624
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06358
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12429
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52153
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92834
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59459
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29224
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09479
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370079
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655477
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.969646
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312225
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686968
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065435
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472819
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921745
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42423
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93349
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29391
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68072
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09681
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54558
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0913
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98988
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05049
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43017
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80379
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19843
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86035
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78672
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94234
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354931
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639058
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94875
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289434
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661946
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035691
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440227
¸(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891176
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39045
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88538
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24245
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62551
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03744
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48159
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02704
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92693
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97747
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34146
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71062
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10043
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51261
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2263
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61442
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339702
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62251
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929315
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266612
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636961
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006062
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411498
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860806
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35673
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83825
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19199
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57144
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97935
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.419
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96358
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86458
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90528
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25543
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6202
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00536
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41249
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84343
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29751
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324455
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606024
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911358
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243799
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611496
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977533
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383974
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830468
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32321
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79206
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14264
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51853
¹(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92251
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35777
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90771
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80289
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82979
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17192
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53253
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91319
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31547
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78564
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99107
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309141
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589434
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893329
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223866
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584603
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952524
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.356522
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800275
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28984
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74685
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09428
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46675
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86691
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2984
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85441
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74184
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75254
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09093
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44755
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82386
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26095
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73137
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77556
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293859
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57284
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87531
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20424
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560364
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927618
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329244
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770231
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25655
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70258
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04701
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41606
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81249
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24473
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80168
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68146
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67766
º(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01242
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36513
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77221
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21188
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67935
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42204
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278499
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556272
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857259
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184587
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537595
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902767
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302011
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740253
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22346
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65926
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00071
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3665
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76205
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19217
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74947
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62166
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60502
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93629
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31592
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72778
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16491
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67854
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45697
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93882
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263091
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539618
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839189
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164859
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514876
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87799
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274881
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710415
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1905
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61683
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95541
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31846
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71434
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14083
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69775
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56257
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53462
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88914
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27575
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68534
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12002
¸(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70782
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49287
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74444
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247709
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522951
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821125
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145203
(380.62, 14.69, 269.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492294
