¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.971958
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59314
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90585
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.99499
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.02202
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.26493
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.8016
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1577
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472815
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822991
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139487
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455055
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801027
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.181953
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603345
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.071921
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.607036
Ë(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22181
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92214
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72708
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48503
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59617
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.66789
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.64395
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.72088
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.95418
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.56488
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147609
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.461616
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810498
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140137
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455765
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801808
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182817
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6043
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072989
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.606004
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22065
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92081
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72583
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48722
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59878
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.33379
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.31022
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.4327
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.65697
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.33598
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 23.1848
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 24.43473
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13719
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.450057
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797603
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140673
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456351
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802454
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183529
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60509
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.07387
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.604703
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21918
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91913
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72389
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48906
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60094
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.01582
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.99261
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.1567
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.37733
Ï(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 20.81708
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 21.75151
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 23.54779
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12645
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438143
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784315
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141096
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456816
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802963
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184092
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605714
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074566
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.603133
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21742
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91711
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72155
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49053
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60262
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.71291
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.69216
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.89219
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.18241
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.65734
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 20.48686
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 22.93627
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115393
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425879
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770644
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141407
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457156
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803336
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184504
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606173
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075076
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601296
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21534
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91474
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53848
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4916
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.44885
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.42408
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.44565
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.63853
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.9935
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.68695
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.85886
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104025
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413275
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756592
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139874
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457371
Ä(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803573
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184767
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606463
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0754
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.599902
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21297
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91202
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53904
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49226
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.17284
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.14843
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.20898
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.39512
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.81037
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.23052
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.27091
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09235
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400333
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742168
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123704
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457462
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803673
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184876
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606585
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075537
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600056
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2103
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90896
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53927
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49253
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.9092
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.88514
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.98161
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.16138
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.63278
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.07346
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080376
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38706
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72738
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10713
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457428
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803638
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184836
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.606541
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075487
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.599999
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20732
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68818
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53662
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49241
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.65718
ô(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.63346
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.76306
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.93682
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.46054
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.92078
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068108
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373464
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712235
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090163
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.457273
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803466
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184647
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60633
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075253
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.599736
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20405
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67809
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52503
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.44155
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.41608
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.39269
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.55288
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.72096
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.29343
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.77237
(338.26, 7.03, 315.40) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.69048
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.965
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.95347
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.055547
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35955
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696741
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072805
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456992
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803156
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184305
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60595
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074829
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.599261
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20047
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66771
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51301
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.2104
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.18527
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.19377
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.35065
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.56466
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.21768
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.62809
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.03237
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.88324
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.87173
ú(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.93756
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.11094
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042705
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345325
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680903
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055071
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456587
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802711
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183813
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605407
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074221
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.598577
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1966
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65699
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50066
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.98895
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.96416
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.00396
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.15596
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.4198
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.04866
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.48781
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.94861
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.80474
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.79326
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.86076
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.03652
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.029586
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330798
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664732
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.036968
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454419
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80213
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183171
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604695
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.073427
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.597688
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91187
