¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(325.70, 7.18, 390.33) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 15.3834
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.494769
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.730961
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986056
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262382
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555904
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874064
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221427
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602234
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021439
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483219
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994053
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56477
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20636
‡(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87291
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63256
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58907
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95261
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39382
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25256
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87172
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88891
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85343
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495345
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.731555
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986712
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263102
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560048
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878554
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226355
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607645
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025212
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48532
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996443
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56741
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20937
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88071
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5946
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53319
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95793
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3947
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19045
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80917
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84141
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90161
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495861
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732126
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987303
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263758
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564128
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883047
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231239
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610621
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027096
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487403
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998761
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57001
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21229
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88876
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56844
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48947
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88898
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39508
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00671
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71368
ü(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7958
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95085
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496352
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73265
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987872
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264354
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564777
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887467
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233603
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61233
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028978
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48949
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00105
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5726
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21523
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89708
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57775
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44601
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80719
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34512
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85502
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61852
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7521
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60683
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496783
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733122
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988398
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264942
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565384
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88929
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235116
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030827
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491551
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00333
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57514
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2181
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90568
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58739
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40279
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72557
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21765
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72777
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4048
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.651
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24803
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497183
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733556
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988883
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265438
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565965
†(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890699
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236626
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615629
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03264
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493555
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00559
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57767
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22094
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91454
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59729
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36522
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64349
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09555
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5843
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19579
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55161
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89878
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497546
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733966
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989303
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265882
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566482
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892032
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238134
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617287
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034441
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.495557
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0078
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58018
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22374
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92366
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60751
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37672
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52852
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01076
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43662
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01791
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45469
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497898
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734337
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989703
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266318
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566916
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893376
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23959
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618891
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036223
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497524
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01001
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58265
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22654
…(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93301
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61805
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38863
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41487
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92711
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29149
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8746
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42682
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498176
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734642
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990046
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.266703
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567334
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894702
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241064
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620469
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037957
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499447
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01217
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58505
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22927
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94266
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62888
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42985
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30248
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82666
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15403
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73388
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98923
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498435
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.734908
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990343
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267027
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56769
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895525
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24246
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622061
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039711
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501382
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0143
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58742
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23197
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95259
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65134
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47456
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34681
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69056
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05848
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59568
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5837
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498676
†(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735155
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990613
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267282
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567975
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895857
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243852
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623621
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.04142
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503239
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01639
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58982
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23464
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9628
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69116
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51979
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39927
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55618
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96428
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76236
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91538
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498844
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735354
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990809
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267524
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568235
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896131
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245255
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625122
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043076
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505139
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01848
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59212
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23723
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91955
(325.70, 7.18, 390.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73138
