°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36878
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985514
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.153539
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.334108
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.528646
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.738798
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.966484
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.21395
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.48384
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.714225
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.961613
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.261808
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.596141
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.963993
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11855
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66968
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28637
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01965
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89918
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86341
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20497
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46328
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78279
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11477
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.30236
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.423827
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.553052
’ (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.690775
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.837833
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.995183
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.163907
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.345253
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.540658
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.751782
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.98056
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.229261
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.500557
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.733033
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.981881
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.281428
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.617655
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633351
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153427
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704673
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32605
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07133
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95954
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92107
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29976
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4467
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76573
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09721
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.309518
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.431429
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.561139
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.699393
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.847038
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.005032
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.17447
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.356611
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.552901
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.765018
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.994914
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.244878
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.517609
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.752378
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.002731
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.301577
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.639754
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664999
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.187013
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740574
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36831
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12422
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01514
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98022
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44258
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43343
ﬂ (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7521
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0832
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42737
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.316805
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.439168
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.569372
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.708169
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.856411
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.015063
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.185232
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.368184
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.565378
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.778509
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.009545
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.260801
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.535
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.772261
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.024168
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.322258
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.662445
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.697266
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219653
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777307
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41669
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17836
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07075
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04431
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5892
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4235
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74189
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.07272
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.41659
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.324219
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.447044
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.577753
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.717103
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.865953
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.025278
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.196191
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.37997
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.578089
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.792254
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.024457
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.277031
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.552732
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.792689
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.046197
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.343479
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.685731
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730227
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253074
  (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814937
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4662
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23372
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12784
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11107
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09202
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41692
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73511
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10598
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64085
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.331762
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.455056
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.58628
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.726194
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.875665
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.035675
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.207347
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.391972
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.591033
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.806256
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.039649
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.293571
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.570805
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.813668
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.068823
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.36524
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.709619
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76386
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287238
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855989
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51686
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29037
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18638
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17957
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10061
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41362
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81468
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30355
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92022
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.339433
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.463207
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.594953
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.735443
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.885547
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.046256
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.218703
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.404189
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.604213
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.820515
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.055124
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.310422
≈ (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.589223
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8352
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.092057
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.38755
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.734115
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.798165
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322199
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901407
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56863
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3483
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2464
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28553
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10737
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53698
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01086
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53508
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.347232
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.471494
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.603775
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.74485
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.895599
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.057022
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.230259
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.416624
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.617629
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.835033
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.070884
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.327588
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.60799
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8573
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.115903
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.410414
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.759228
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833191
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357985
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947817
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62161
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40756
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30795
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41149
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27208
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73183
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21378
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81917
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.355161
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.479918
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.612743
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.754416
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.905822
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.067972
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.242014
Œ (381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.429276
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.631282
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.84981
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.086928
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.345066
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.627105
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.879965
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.14037
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.433837
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.784963
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868889
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.397592
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995251
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67578
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46814
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37098
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54066
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.46564
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93325
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44748
(381.75, 10.79, 326.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.363216
