¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192509
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.10215
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.10205
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.10435
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883206
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226488
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602354
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02552
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510674
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0525
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66149
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33815
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09321
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95804
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95836
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12847
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.38055
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.35602
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.33401
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.31448
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.29743
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.28284
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.27071
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.2638
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.26066
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.25995
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.26167
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.26582
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.2724
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877486
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220231
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595497
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017756
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.50202
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04283
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65056
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3306
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08456
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94811
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94677
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11484
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51063
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.61657
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.60648
å(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.60336
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.60273
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.60457
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.6089
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.61571
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.625
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.63679
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.65109
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.6679
(431.57, 14.20, 330.99) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 16.68723
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871527
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.213719
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588359
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009644
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492941
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03261
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63906
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32245
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07525
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93739
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93431
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10016
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48157
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38704
(431.57, 14.20, 330.99) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 18.15012
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.03843
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 19.94677
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 19.92921
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 22.50231
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 22.49097
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 22.48299
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865344
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206955
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580916
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001053
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483372
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02192
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62696
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31161
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06528
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9259
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92095
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08445
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46282
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32025
(431.57, 14.20, 330.99) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 18.0941
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.24027
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.13709
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.11954
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 22.77132
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 22.76011
Ğ(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 22.75231
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.858915
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199909
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.57321
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992085
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473392
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01071
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61435
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29726
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05465
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91368
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90674
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06771
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44282
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23853
(431.57, 14.20, 330.99) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 18.03739
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.44949
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.33411
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.31657
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 23.05027
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 23.03922
(431.57, 14.20, 330.99) (450.27, 7.65, 298.82) (1.34, 1.29, 1.32) Tools 23.0316
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852261
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192647
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565194
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982717
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462977
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999022
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60117
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28226
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04341
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90073
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89164
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04993
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42164
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15544
(431.57, 14.20, 330.99) (446.56, 7.11, 301.87) (1.00, 0.16, 1.00) Tools 18.22958
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.66642
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.53809
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.52057
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845356
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185101
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556949
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973682
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452101
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98684
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58744
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26666
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0315
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88702
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8757
½(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03118
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39926
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07112
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19602
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.89133
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.74928
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.73178
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34258
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17733
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548367
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966785
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440803
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974187
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57318
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25043
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01893
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87258
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85699
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01144
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3757
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98562
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2008
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 21.1246
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.96798
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 20.95052
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335703
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169289
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540466
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959502
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429074
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961077
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55837
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23361
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00307
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85739
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83375
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99072
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34678
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89897
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2486
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22997
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 21.19451
(431.57, 14.20, 330.99) (447.84, 7.33, 299.17) (0.88, 0.72, 4.02) Tools 21.17708
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328593
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160995
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533587
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95187
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416931
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947481
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54303
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21622
Ñ(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98311
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84152
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80985
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96052
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31349
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85157
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29617
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 19.31202
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 19.25019
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 19.19161
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 19.13624
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 19.08402
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 19.03492
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32126
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.152465
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526375
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943924
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.405935
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933411
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52718
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19819
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9625
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82492
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78529
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92784
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27931
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81054
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.47297
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.41195
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.35406
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.31224
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.29466
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.27984
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.26777
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313703
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.633656
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51881
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935601
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396723
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918884
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51082
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17963
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94123
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80763
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76006
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89416
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24425
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76844
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.44222
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.41623
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.39305
Ä(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.37267
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.35508
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.34025
(431.57, 14.20, 330.99) (445.52, 7.73, 299.89) (1.92, 1.43, 1.91) Tools 18.32818
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305923
(431.57, 14.20, 330.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625145
