¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ú (403.39, 14.95, 307.09) (426.17, 14.38, 302.82) (8.74, 13.80, 17.46) Truck 7.224211
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09419
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56308
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90569
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26823
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63481
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02243
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4013
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69703
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00672
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32246
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63515
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9626
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30584
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04026
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869574
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151784
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.444303
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76298
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11408
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.498966
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.910461
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933834
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44032
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00291
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6173
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29344
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05976
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59665
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94106
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28844
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65557
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04436
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44394
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74136
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05286
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37953
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72225
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05523
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40235
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14106
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847246
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141963
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433619
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751315
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098642
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483819
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461201
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.917965
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42267
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9833
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59879
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27265
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03168
”(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63161
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96135
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30954
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6778
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06784
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4815
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78783
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10132
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42997
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7749
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13724
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50228
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838593
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132054
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.422838
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739547
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085748
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468589
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446711
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.902025
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40505
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96363
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58025
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25184
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00819
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65204
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98274
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33207
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70158
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09291
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50805
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8365
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15199
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48283
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83005
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19485
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830608
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122057
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411964
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.72768
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072745
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.453284
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432232
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886021
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38733
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94391
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56172
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23105
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98468
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67368
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00554
•(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35605
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72683
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11962
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53627
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88738
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20498
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53809
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88773
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43909
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822523
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111977
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.401002
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715715
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05964
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437905
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41772
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870036
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36961
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92418
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54319
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21029
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93396
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67293
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02968
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38148
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75365
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14792
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56622
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94047
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26032
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5958
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17558
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83314
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814338
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101814
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38995
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703656
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04643
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963379
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400681
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853973
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35183
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90439
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52108
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18949
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87896
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61135
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05522
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40837
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.782
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17788
™(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59791
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99587
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33455
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92358
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55935
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806055
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075659
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378814
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691507
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033124
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945555
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380972
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837918
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33403
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88459
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49894
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16876
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82461
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55049
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08215
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43677
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81194
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20948
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63134
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11156
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68225
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29753
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9627
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797679
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065456
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.367594
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679267
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.019725
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927628
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361212
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821783
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31621
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86477
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47671
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12597
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7709
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49042
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11051
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4666
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84345
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24274
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66849
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31917
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04685
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69027
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.789209
‘(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056266
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356294
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666944
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006232
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909598
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341312
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805666
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29835
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84489
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45449
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07826
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71782
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43107
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14028
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49797
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8765
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2777
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81998
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49515
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3661
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10329
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78065
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04698
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344919
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654536
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.500786
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891537
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321396
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789518
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28051
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82501
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43227
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04592
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66541
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37245
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16537
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53083
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91118
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39348
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97588
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67627
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56726
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53798
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037599
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333467
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642049
(403.35, 14.87, 307.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484263
