¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042607
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769932
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061444
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385696
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7397
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121614
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561893
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04848
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.619294
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27918
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0577
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94447
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.98621
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.48493
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.36613
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.04977
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271004
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510121
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770565
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062786
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387169
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73965
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122486
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562866
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.048131
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620604
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28027
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05987
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94486
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99675
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.52902
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.42708
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050105
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271365
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510656
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.771145
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064022
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388526
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739528
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123209
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563672
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047643
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.621621
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28104
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0616
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94486
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00654
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.57065
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.48431
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050398
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271681
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511137
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77167
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065151
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389764
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739329
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123776
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564305
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047009
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.622343
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28148
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06289
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94447
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01556
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.60976
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.53772
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050655
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271958
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511572
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772141
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066174
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.390888
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739056
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124195
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564774
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046237
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.622778
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28176
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06373
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9437
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02382
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.64633
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.58725
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05087
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272192
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511955
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772556
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067088
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391893
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.738711
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124462
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565069
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045324
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.622918
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28211
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06413
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94254
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03131
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.68031
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.63282
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051047
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272382
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512286
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772917
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067897
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392781
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73829
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124577
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565198
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.044271
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.622765
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28207
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06409
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94099
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03803
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.71164
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.67436
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051185
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272531
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512567
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773222
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068597
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39355
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737795
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124537
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565153
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.043074
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.622318
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28166
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0633
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93905
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04396
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.74028
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.71178
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051285
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272639
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512799
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773472
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069192
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394204
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737228
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124348
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564943
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.041742
œ(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.621586
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28086
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06181
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93674
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04913
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.76622
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.74506
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051345
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272704
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51298
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773669
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069679
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394738
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736587
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124007
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564497
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04043
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620559
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27969
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05989
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93404
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05351
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.78941
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.77412
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051367
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272727
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.51311
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773811
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070058
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395152
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735872
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.123514
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563053
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039268
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.61924
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27813
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05757
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93096
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0571
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.80981
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.84385
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051348
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272706
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513188
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773895
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070327
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.394433
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735081
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122868
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561483
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.037848
‚(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.617626
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27619
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05483
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92749
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0599
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.8274
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.86944
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.40495
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.46268
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.6763
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.55771
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.46012
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.37086
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.28517
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.20298
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.12423
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.10043
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.19362
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.29796
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051291
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272733
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513216
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773926
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070492
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393648
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.734221
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12207
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.559793
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.036175
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.615726
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27388
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05168
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92365
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06192
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.84217
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.89094
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.37512
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.40587
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.31456
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.221
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.13108
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.04471
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 17.96184
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 17.88239
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 17.80627
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 17.85679
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 17.94748
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 18.0418
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051195
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272711
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513194
ğ(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773901
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070545
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392796
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733284
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121122
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557975
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034245
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.613536
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27118
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04812
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91942
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06315
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.85409
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.90829
(383.26, 6.92, 352.16) (358.42, 4.21, 321.94) (7.46, 3.13, 7.74) Truck 20.0064
