¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16873
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80499
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48464
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31292
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7558
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61113
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40425
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06781
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5548
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17947
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256596
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391366
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534075
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685416
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846165
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.017193
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202182
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375574
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54805
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73115
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925847
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.13324
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580497
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793666
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114327
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463844
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812907
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0459
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502862
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840092
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20368
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66483
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77147
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48261
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37032
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81618
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52106
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30324
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98378
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47927
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00617
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261592
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.396644
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.539659
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691334
Ò(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852447
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023873
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207154
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386991
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560133
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743957
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939446
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385215
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558161
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753863
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071087
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416661
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742896
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.972031
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43474
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791868
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15178
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63974
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73805
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51703
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43042
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87949
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43427
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20146
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87467
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40734
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91438
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.266775
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.402121
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545455
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697477
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858967
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030807
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213986
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398822
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572655
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.757233
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953544
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364697
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536612
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717957
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028784
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370556
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674853
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900244
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253657
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74506
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10139
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61476
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70475
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64889
Ã(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49321
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94563
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42485
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10341
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76963
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.339
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8426
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.272146
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.407796
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.551461
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.703842
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865726
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037994
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221644
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411072
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58562
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770979
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182589
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344887
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51586
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69613
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987348
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325464
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608666
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830494
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079815
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662911
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05254
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37398
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67155
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7845
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55882
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01469
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49771
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00903
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66854
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27414
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77453
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.277708
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413673
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.55768
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.710434
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872724
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045437
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229575
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42374
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599032
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785201
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164423
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32584
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49586
æ(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675094
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946796
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281344
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544351
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762703
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993895
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473744
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00518
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38261
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63847
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92391
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62722
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08677
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52054
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93617
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57134
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21274
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71007
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.283456
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.419747
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56411
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717251
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879961
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053135
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237778
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43675
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612894
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997685
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.14691
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307511
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476599
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654845
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907134
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238143
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481862
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696848
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924415
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292405
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905006
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33314
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60549
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06727
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69851
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16185
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50576
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89602
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47795
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15474
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64921
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289394
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426024
Ú(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570753
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724293
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887438
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06109
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246255
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.444084
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85697
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990408
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130211
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289871
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458093
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635401
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86833
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195988
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.421068
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632845
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85693
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118402
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.707273
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28517
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57269
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21468
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77274
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18201
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49364
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85874
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42139
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07783
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64621
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295522
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.432502
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.577609
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731561
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895157
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069301
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255007
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453431
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850567
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98371
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123245
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272957
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440331
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616746
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830365
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154712
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361969
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570667
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791343
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02511
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517906
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16267
Ø(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49183
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36628
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84992
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17285
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48415
(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.8243
