¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ (416.61, 13.21, 329.43) (412.94, 8.53, 306.09) (2.93, 2.55, 2.85) Tools 7.93478
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.977519
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82959
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10504
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39661
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7057
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40367
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66433
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93814
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22606
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50221
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75705
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02384
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4658
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.009
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77755
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49541
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53586
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52337
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52434
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52867
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53637
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.082262
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.059781
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.038489
(416.64, 13.21, 329.41) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.01837
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.799
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07274
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36249
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66959
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28267
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53787
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8058
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08742
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38377
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65677
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91941
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29084
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82038
Ã(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46357
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01888
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.49596
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48344
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48435
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.48863
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336157
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751341
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20681
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51164
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76912
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04125
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3292
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63435
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97946
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41488
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67717
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95276
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24261
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5478
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81794
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12112
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63753
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19553
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95936
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45951
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44696
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44783
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.45205
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320352
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734043
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18775
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49401
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74694
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01404
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29669
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59994
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92176
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29532
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55216
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82193
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10551
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40402
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71854
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9861
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46028
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00424
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63957
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64758
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.4139
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41473
Ã(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.41891
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30428
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716457
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16841
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47848
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73119
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99747
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27898
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5771
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89319
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19407
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43066
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69483
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97243
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26447
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57206
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88636
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28837
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8189
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39274
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84432
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.38424
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.38503
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.38917
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287974
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698576
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14873
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46164
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71609
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98155
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26218
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55932
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87439
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17286
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39502
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64108
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89908
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16984
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45427
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75338
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1216
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63931
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19873
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82424
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35796
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35872
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36282
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37025
(416.64, 13.21, 329.41) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 6.127126
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680375
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12873
¿(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44539
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70158
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96627
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24607
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54229
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85633
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15644
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36344
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60556
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86202
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1311
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41372
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7109
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05809
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54369
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05959
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61584
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80311
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33576
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.33982
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34722
(416.64, 13.21, 329.41) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 6.095602
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661959
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10848
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4297
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68533
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95163
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23061
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52595
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83903
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14111
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34758
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57135
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82632
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0938
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37474
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67008
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99682
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50237
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01521
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56805
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12443
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.31615
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32018
(416.64, 13.21, 329.41) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 6.0652
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643237
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0879
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41457
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66938
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93761
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21583
Â(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51032
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82253
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12705
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33296
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5479
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79203
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05802
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33733
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63087
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93982
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46256
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9725
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52206
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07314
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29987
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30388
(416.64, 13.21, 329.41) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 6.035893
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624266
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06707
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39997
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65405
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92249
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20174
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49542
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80674
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11409
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31955
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53396
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75913
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02364
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30139
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59328
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90041
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40721
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93137
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47781
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02125
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2869
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2909
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29822
(416.64, 13.21, 329.41) (418.63, 7.96, 306.93) (1.43, 0.85, 0.93) Fence 6.007661
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605032
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04594
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38601
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63929
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90695
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18826
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48121
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79171
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10232
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30733
¿(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52131
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74476
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9907
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26692
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55724
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86266
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34618
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89185
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43526
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96879
(416.64, 13.21, 329.41) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.27724
