¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾ (409.93, 12.57, 332.33) (426.17, 11.69, 304.81) (8.74, 8.42, 13.47) Truck 9.979362
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1734
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52252
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.87377
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.60074
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.45547
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.37924
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.3547
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.3542
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.41007
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.50504
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.65539
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.95557
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89623
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.926219
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135859
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361858
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.599409
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.867972
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160435
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.480422
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.839218
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239992
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.685905
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18451
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.744921
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36709
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98907
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05914
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38347
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 15.00746
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.70366
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.5438
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.46678
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.43336
›(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.42642
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.48181
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.56919
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.70813
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.97925
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99812
(409.93, 12.57, 332.33) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 24.59884
(409.93, 12.57, 332.33) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 24.59374
(409.93, 12.57, 332.33) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 24.59231
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.909909
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118299
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342803
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578671
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845429
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135845
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453606
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80998
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20759
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650032
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.144169
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.699391
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31313
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0138
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94617
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24627
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 15.22693
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.81053
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.6371
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.55766
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.51504
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.50812
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.55637
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.63598
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.77405
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 15.02727
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10386
(409.93, 12.57, 332.33) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 24.04735
(409.93, 12.57, 332.33) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 24.04237
(409.93, 12.57, 332.33) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 24.04098
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893677
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100829
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323695
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558038
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823006
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111392
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426943
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780883
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175359
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614354
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104075
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654171
¹(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25963
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95266
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83449
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.87558
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.8422
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.81104
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.78207
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.75527
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.59983
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.59294
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.63383
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.70547
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.84492
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 15.087
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70465
(409.93, 12.57, 332.33) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 23.95269
(409.93, 12.57, 332.33) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 23.98038
(409.93, 12.57, 332.33) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 24.01173
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.877526
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.083449
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304719
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537514
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800706
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08708
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400437
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751935
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143306
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578879
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064237
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.609263
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2066
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89209
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72415
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.73895
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.70596
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.75982
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.81944
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.88167
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.68781
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.68094
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.71425
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.77771
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.9186
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 15.14932
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27535
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59815
(409.93, 12.57, 332.33) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 24.21303
(409.93, 12.57, 332.33) (406.51, 10.23, 298.71) (0.61, 0.87, 0.61) Tools 24.61657
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.861461
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066166
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285875
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517101
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778532
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062913
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37409
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723137
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11143
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54357
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024655
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.563466
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15402
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8321
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63514
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.84142
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.89795
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 13.95702
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.01871
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.08305
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.77906
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.77221
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.79771
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.85975
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.99516
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 15.21429
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08309
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13399
(409.93, 12.57, 332.33) (406.25, 10.06, 299.30) (1.06, 0.61, 0.97) Tools 24.07675
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845479
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048975
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267165
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496796
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756484
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038892
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347905
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.694494
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079739
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.508423
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985334
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516394
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10192
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77268
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56746
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71564
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.10076
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.16195
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.22582
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.2924
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.36177
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.86685
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.88428
(409.93, 12.57, 332.33) (412.94, 8.53, 306.06) (2.93, 2.53, 2.83) Tools 14.94713
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4929
û(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79492
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10953
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69211
(409.93, 12.57, 332.33) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 23.61373
(409.93, 12.57, 332.33) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 23.61239
(409.93, 12.57, 332.33) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 23.61458
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.829587
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031883
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248591
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476606
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734567
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01502
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321884
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666009
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048234
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473495
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94628
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469786
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05028
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71383
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50039
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58746
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.31159
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.37503
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.44119
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.51015
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.58195
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6999
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96551
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24169
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.529
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82802
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13937
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46774
(409.93, 12.57, 332.33) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 23.49374
(409.93, 12.57, 332.33) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 23.52552
(409.93, 12.57, 332.33) (406.32, 10.23, 300.11) (0.61, 0.87, 0.61) Tools 23.56092
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813781
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01489
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230155
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.456618
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71278
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991297
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.296027
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637682
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016916
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.438792
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.907493
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.423633
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.999115
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65425
ú(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43394
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46106
(409.93, 12.57, 332.33) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 14.53085
(409.93, 12.57, 332.33) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 15.97066
(409.93, 12.57, 332.33) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 15.95306
(409.93, 12.57, 332.33) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 15.93787
(409.93, 12.57, 332.33) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 15.92509
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.765
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03257
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31077
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60022
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90146
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2152
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58687
(409.93, 12.57, 332.33) (405.55, 10.06, 299.57) (1.04, 0.61, 1.05) Tools 24.24994
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798065
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997996
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211856
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436887
(409.93, 12.57, 332.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691128
