¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(338.94, 6.97, 314.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865754
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.426673
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.423776
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.422285
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.374319
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853864
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00701
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169343
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341647
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525826
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809747
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217351
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771735
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111771
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356155
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617074
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896184
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300425
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.649853
É(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.626444
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.604579
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.58424
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.565412
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.548079
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.53223
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.517851
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.504933
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.493464
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.483437
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.474845
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.467678
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.461936
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.457609
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.454698
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.453199
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.405071
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865072
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018836
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18187
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.354957
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555198
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841821
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247434
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806733
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107069
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351177
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611745
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890491
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2461
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.683147
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.659652
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.637706
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.617291
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.598393
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.580997
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.565089
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.550654
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.537687
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.526175
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.516107
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.507479
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.500285
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.494516
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.49017
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.487244
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.485736
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.437437
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876471
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03093
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194652
¾(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368535
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584741
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874125
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277045
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841251
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102815
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346657
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606913
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885342
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192359
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.71813
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.694546
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.672515
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.652022
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.633048
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.615584
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.599612
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.585121
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.572103
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.560543
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.550434
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.541771
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.534544
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.528751
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.524384
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.521441
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.519922
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.471445
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888141
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043269
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207706
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382365
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614507
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906712
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306288
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870412
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09899
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342607
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602619
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880704
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178805
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.754833
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.731153
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.709033
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.688457
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.669408
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.65187
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.635834
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.621284
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.60821
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.596601
¸(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.58645
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.577746
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.570488
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.564667
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.560279
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.557321
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.555789
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.507123
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900011
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05582
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.221035
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396513
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64448
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939492
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335069
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867217
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09565
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339013
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598779
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876602
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214887
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.793283
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.769504
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.747293
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.726628
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.707498
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.689887
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.673781
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.659166
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.646036
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.634376
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.624178
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.615437
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.608144
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.602293
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.597883
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.594907
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.593365
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.544502
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912112
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068654
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234625
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41092
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674636
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.97254
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363338
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864469
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092727
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335938
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595459
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.880438
Ğ(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269277
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.833515
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.809632
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.787322
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.766568
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.747354
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.729664
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.713486
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.698806
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.685615
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.673902
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.663656
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.654871
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.647543
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.641663
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.637227
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.634235
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.632679
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.583611
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924472
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081709
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248452
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429887
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705012
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005805
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391177
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862136
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090229
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333261
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592653
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910949
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324379
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.875565
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.851572
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.82916
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.808311
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.789007
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.771235
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.754982
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.740232
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.726979
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.715208
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.704913
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.696087
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.68872
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.682809
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.678348
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.675336
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.673768
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.624484
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937034
º(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09503
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262571
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457905
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735598
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039328
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418487
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860222
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088197
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331087
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605542
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942059
(338.58, 7.04, 315.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380207
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.919447
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.895343
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.872823
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.851874
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.832479
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.814622
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.798287
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.783467
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.770147
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.758319
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.747972
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.739099
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.731692
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.725748
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.721263
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.718229
(338.58, 7.04, 315.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.716648
