¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.68541
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410827
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729772
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078685
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461884
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884632
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353324
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875765
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46169
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10014
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81328
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62956
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62282
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78812
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17395
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97006
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87191
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75985
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.958786
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601886
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8509
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120474
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41335
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732532
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081663
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465172
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888288
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357384
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88031
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46682
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10647
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82043
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63711
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63166
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79852
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18646
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98433
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91874
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761564
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373127
‚(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603878
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.853027
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122807
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415864
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735241
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084674
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468487
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891973
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361457
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884859
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47193
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11285
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82771
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64471
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6405
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80894
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.199
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9984
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9646
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160542
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37494
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605827
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855154
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125117
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418394
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738021
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087698
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471806
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895609
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365549
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88942
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47704
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11934
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83505
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6523
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64935
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81941
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21152
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01227
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04035
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162241
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376781
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607821
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857275
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127434
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420892
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740778
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090714
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475128
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899302
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369599
‰(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893958
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48219
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12588
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84253
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65992
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65824
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82987
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22404
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02591
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11723
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163946
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378609
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609797
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859417
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129749
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423432
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743514
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093737
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478453
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902983
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373696
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898563
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48735
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13254
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85003
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66845
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66711
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84038
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23666
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86607
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1016
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165649
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380433
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611762
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861546
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132068
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42594
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746259
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096764
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48177
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.906633
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37778
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903115
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49248
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13927
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85768
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67721
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67601
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85088
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.0385
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.01553
¥(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.00162
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.9913
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.98323
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.9774
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.97381
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.97245
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.97333
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.97645
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.95186
(331.30, 7.49, 368.09) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.95145
(331.30, 7.49, 368.09) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 14.95327
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167354
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.382268
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613728
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863667
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134392
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42845
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749009
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099754
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485092
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910316
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381874
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907699
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49762
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14608
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86543
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68606
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68492
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86138
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22264
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54549
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98419
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.24745
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.02638
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.32473
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 14.55388
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169034
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384111
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615708
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865834
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136711
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430987
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751759
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102805
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488409
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914001
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385963
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912278
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50276
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15297
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87325
¥(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69504
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69381
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.74568
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.72261
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.70165
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.68281
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.66604
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.65136
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.63874
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.62817
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.61965
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.61318
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.60874
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.54161
(331.30, 7.49, 368.09) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 13.5424
(331.30, 7.49, 368.09) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 13.54522
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170775
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38595
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617697
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867962
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13903
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433507
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.754545
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105823
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491751
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91765
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390077
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916842
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50792
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15994
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88119
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70411
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69397
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83778
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19271
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42517
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85525
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.73227
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 15.09597
(331.30, 7.49, 368.09) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 13.68964
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172446
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387757
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61966
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870101
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141324
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436031
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757305
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10883
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495046
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92136
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394147
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921392
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51306
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.167
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8892
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71329
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68338
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82533
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17786
(331.30, 7.49, 368.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43339
