¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(361.43, 10.03, 323.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16547
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232126
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433953
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612522
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795064
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987783
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191566
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429491
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.68355
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954815
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245014
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556091
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866867
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13904
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35497
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56833
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79229
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02762
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27518
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53587
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81073
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10081
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49601
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93301
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459071
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603647
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756968
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.919972
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.119223
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662913
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854733
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059038
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264146
¦(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457875
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644607
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828803
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023348
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229034
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446847
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.677831
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923177
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189491
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.496683
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82667
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08812
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28891
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49942
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72038
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95253
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19663
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45363
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72447
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01027
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33241
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75783
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461056
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605747
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759195
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938885
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.135112
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700899
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89509
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101977
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287376
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482428
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677594
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863506
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059887
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267567
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48753
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720863
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968781
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232626
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513919
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8144
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0443
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2324
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43274
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6508
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87984
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12068
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37411
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64111
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92284
˜(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22039
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58934
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46321
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.608026
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761707
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953916
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151218
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739616
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936273
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125854
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311249
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507669
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711453
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899131
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097394
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307137
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529366
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765125
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015706
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282444
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566903
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839979
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05949
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24906
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44664
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65356
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87054
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09823
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33736
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58883
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85347
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13237
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44177
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465533
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.610485
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.78299
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.969151
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167542
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38056
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972601
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149001
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335718
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533575
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.74361
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935752
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135968
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347889
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572393
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810675
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063959
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333702
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62148
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839726
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05917
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26707
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46536
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67306
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89087
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11937
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35948
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61196
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87767
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15773
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4521
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.468028
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613124
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798395
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984587
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184086
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.398334
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995118
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172785
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360807
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560134
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771736
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973325
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175606
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38965
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616589
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857466
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113615
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386446
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631842
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840544
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06004
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28645
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48549
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69405
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9127
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14221
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3833
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63682
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9037
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.185
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47819
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47069
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632545
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.813012
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000222
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200849
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416346
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018212
§(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197136
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386554
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587358
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800604
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011923
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216263
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43263
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661993
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905565
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164634
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434999
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633723
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842555
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06213
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29334
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50707
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71653
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93614
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16665
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40882
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66352
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93164
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2122
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50633
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.473524
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.651814
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.827816
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016059
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.217831
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434597
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041893
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222121
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412927
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61532
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83024
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051527
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258053
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476737
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708644
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954988
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217081
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437882
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636747
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845676
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06543
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29677
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53016
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74053
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96118
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19274
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43609
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69203
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96089
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24099
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53649
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490337
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.665851
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.842805
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0321
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235031
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453091
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687988
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247691
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439995
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643931
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860559
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091106
(360.80, 10.08, 323.31) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300901
