¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
“ (432.55, 15.14, 247.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650189
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854179
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132518
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435574
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766741
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1304
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.532203
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976521
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10828
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70092
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35363
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08632
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92214
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88718
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05529
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39453
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94205
ì(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81542
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77243
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.545191
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.727875
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921425
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129459
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355249
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601418
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858211
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136899
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440352
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771969
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135794
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538271
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983254
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11326
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70643
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36788
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10252
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94068
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90585
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06651
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41113
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96192
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85731
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66401
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547709
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.73097
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.924746
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133032
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.358621
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605229
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862339
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141385
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445243
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.777324
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.141678
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54449
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588265
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11837
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71223
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38195
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11905
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95965
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9278
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07817
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42835
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98261
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90231
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55807
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550251
ê(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734117
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928123
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136668
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362043
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609132
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866565
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145977
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.450252
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782804
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147703
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550859
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593065
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12373
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71824
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38875
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.136
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97905
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9502
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09025
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44626
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96726
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94836
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45461
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552815
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.737316
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.931557
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.140362
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365514
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613121
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870888
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.150674
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455374
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.788412
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153866
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12098
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598012
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12924
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72445
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39574
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15326
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99886
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97313
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10773
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46479
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8365
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99552
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46083
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.555401
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740568
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935048
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144117
ñ(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369438
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617199
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875306
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155477
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460611
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794145
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.16017
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125625
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603113
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13497
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73085
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40177
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16276
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01905
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99654
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13515
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48403
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70885
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04375
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5358
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.558012
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743871
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938594
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147932
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373555
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621328
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.87982
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160384
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.465963
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.800003
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710033
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132446
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608419
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14085
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7375
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40299
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16132
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03972
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02045
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16315
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43285
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58417
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09307
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86607
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560643
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747226
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942195
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.151808
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377736
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625245
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884432
ú(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165394
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471427
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805988
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719345
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14275
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613875
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14698
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74316
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40445
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16013
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0608
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04487
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19176
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08734
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46245
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14346
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85065
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.563386
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750632
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945851
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.155742
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38198
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629213
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889136
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170509
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477007
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343261
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728855
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153199
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622463
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15326
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7447
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40619
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15914
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06366
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06977
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22091
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83885
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34362
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36913
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566734
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754088
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.949561
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.159736
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386291
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633231
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.893937
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175727
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.482698
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352061
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738505
‡(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163865
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634291
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15873
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74645
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40814
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15862
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06276
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09516
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03991
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59942
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20469
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58546
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570122
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757595
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953327
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163788
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390663
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6373
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.898832
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181049
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006451
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36104
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748367
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174751
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.646328
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16889
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74845
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41041
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1612
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06213
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11404
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82556
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36865
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95552
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36901
(433.15, 15.22, 247.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.573549
