¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.60352
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761256
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.01232
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.287308
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589695
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923723
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29693
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717279
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190317
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503068
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18946
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98445
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91596
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10425
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0555
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39082
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74479
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11886
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51484
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.965627
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.07858
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.198802
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.326991
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.463942
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.610563
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.767889
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.936505
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.116778
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.311541
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522573
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751963
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002172
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27619
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577456
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.910184
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282318
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.700908
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171846
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47907
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16182
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95231
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87814
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05244
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07886
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4153
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77051
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18781
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.699
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.961598
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.0743
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.194247
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.322135
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.458753
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.60501
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.761931
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.929914
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.109674
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.303862
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.514248
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742908
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992292
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265363
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565537
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897003
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268093
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.684973
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153876
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693935
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13495
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92106
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84134
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00192
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10419
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47863
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93814
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43013
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95808
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.957671
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.070127
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.189806
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.3174
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.453695
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.599599
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.756124
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.923491
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.102754
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.296384
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506143
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.734092
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982675
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254824
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.553939
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884178
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254254
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.669474
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.136388
™(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674323
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10877
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89065
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80554
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95263
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25728
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70053
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17456
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68259
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43321
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.953843
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.066062
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.185481
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.312789
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.44877
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.594328
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.75047
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.917242
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.096019
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289107
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.498254
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.725516
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.973319
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244574
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542661
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871817
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240799
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654411
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119119
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65526
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.270903
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86104
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77072
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90459
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33143
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9313
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42069
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9457
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0568
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.950117
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.062105
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.18127
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.3083
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.443976
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.5892
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.744967
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.911163
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.089469
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.282029
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.490585
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.717177
•(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.964224
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234611
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5317
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.859946
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227728
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639777
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.102347
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636736
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249228
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83227
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7369
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85776
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26413
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17149
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67711
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25061
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73217
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.946493
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.058255
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.177174
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.303934
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.439316
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.584212
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.739615
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.905253
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.083103
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275152
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.483132
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709076
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95539
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.224935
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521055
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848421
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215037
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625574
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08607
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618755
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227317
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933139
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70406
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81214
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19994
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42159
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94444
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86471
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78989
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.942969
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.054513
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.173192
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.29969
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.434787
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.579364
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.734416
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.899515
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.076921
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.268474
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475897
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701212
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.946813
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215542
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510726
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.83724
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202724
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611796
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.070284
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601309
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.20613
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909061
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67216
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76767
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14532
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68216
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22328
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52936
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.92477
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.939546
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.050878
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.169325
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.295568
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.430387
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.574657
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.729368
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.893946
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.070921
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.261993
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.468876
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.693582
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.938495
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206433
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500709
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826401
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190787
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598443
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.055157
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584395
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.185998
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.885714
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70186
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72438
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09217
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93269
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68725
ú(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91854
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.936224
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.04735
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.165573
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.291571
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.42612
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.57009
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.724468
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.888546
(372.84, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.065106
