°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34756
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43298
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51168
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.29833
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.27451
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.25303
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.23389
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.21706
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.20254
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.19031
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.18036
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.17269
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.16728
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.16415
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.16328
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.615014
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798466
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998468
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213725
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446001
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697548
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970212
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750734
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088369
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458081
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864647
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313638
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812147
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36867
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99383
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70109
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50761
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43569
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51482
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.89923
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.8761
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.85527
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.8367
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.82038
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.80631
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.79447
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.78486
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.77747
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.77228
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.7693
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.76853
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.616776
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.800957
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000667
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216092
§(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44856
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700127
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442108
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751691
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089441
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459261
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865888
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315076
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813735
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37041
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9958
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70334
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51017
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43863
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51831
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.52253
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.50006
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.47982
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.46179
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.44596
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.43231
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.42085
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.41155
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.40441
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.39942
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.44464
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.60873
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.618572
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803702
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002904
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218503
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.451163
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70295
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443061
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752758
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090567
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460511
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867286
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316594
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815423
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37232
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99797
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70579
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51296
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44189
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.40853
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.38262
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.35893
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.33746
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.31819
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.3011
ò(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.28618
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.27343
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.26281
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 14.25435
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.54189
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.5373
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.53504
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.620405
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806497
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005181
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.220956
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453813
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705822
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444116
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753881
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091826
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461898
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86879
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318247
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817266
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37438
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00028
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70844
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51599
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44537
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5262
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6518
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.76073
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.73714
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.71596
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.69717
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.68077
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.66674
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.65507
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.64574
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.63877
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.63413
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.63182
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622272
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808806
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007497
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223451
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45651
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160198
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44526
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755127
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093155
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463343
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870373
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320057
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81928
∞(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37664
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00279
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71128
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51925
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44913
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5306
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6409
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.86221
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.83843
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.81709
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.79815
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.78161
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.76746
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.75569
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.74628
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.73922
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.73453
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.73218
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624175
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810846
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009851
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.225989
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459252
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161331
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446429
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756418
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094592
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464926
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872116
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321951
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821396
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37901
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0055
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7143
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52274
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45318
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53533
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65637
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.96741
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.94344
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.92192
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.90283
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.88616
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.87188
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.86
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.85049
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.84336
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.83861
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.83621
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626112
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812922
ç(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012878
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228568
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462039
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1625
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447726
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75782
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0961
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466581
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87398
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323994
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823643
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38153
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00835
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71757
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52647
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45747
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52188
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6435
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.07643
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.05227
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.03057
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.01132
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.9945
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.98009
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.9681
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.9585
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.95129
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.94647
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 15.94403
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628084
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815036
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015764
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231189
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464869
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163767
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.449074
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759278
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097717
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468336
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875924
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.326157
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826071
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38423
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01139
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.721
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53041
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46203
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49262
(330.49, 7.53, 366.81) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60953
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.18939
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.16503
£(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.14315
(330.49, 7.53, 366.81) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 16.12372
