¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.5766
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.75668
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.10067
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.08592
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.07331
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.06281
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.05443
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.04815
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.04397
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040463
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235299
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444111
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668442
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909989
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170846
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453296
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.760119
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094548
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460413
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.862341
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252469
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669997
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12853
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63442
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07662
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48188
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9197
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39421
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.53357
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.51255
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.49347
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.76109
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.03906
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.0244
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.01186
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.00143
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.9931
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.98687
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 13.98272
 (325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041113
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235984
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444812
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669219
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91084
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171744
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454265
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761174
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095707
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461679
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863711
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251653
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669079
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12752
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6333
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08188
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48932
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92935
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40466
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.5954
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.57426
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.55506
(325.19, 7.53, 366.43) (347.72, 0.43, 381.22) (0.61, 0.87, 0.61) Tools 12.76596
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.50585
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.48871
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.47376
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.46099
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.45041
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.44199
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.43574
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.041777
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236688
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445619
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670047
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911727
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172687
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455319
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762332
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096956
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463034
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865234
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251145
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668499
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1269
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64913
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08727
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49514
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93601
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41396
(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.15976
(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.13765
®(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.11757
(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.09951
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.05406
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.03603
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.02027
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.00679
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.99556
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.98659
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.97986
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042496
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237501
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446479
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670933
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912705
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173759
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.456456
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763565
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098302
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464536
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.866874
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.250924
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668299
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12666
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66757
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09346
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50182
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94322
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42181
(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.22932
(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.20707
(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.18687
(325.19, 7.53, 366.43) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 13.16868
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.64775
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.62873
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.61209
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.5978
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.58586
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.57627
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 15.56901
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04329
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238334
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447366
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67191
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913751
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174912
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457688
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76493
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099769
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466159
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868636
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251013
®(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668386
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12675
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68637
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10051
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50942
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95146
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41598
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49304
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.36808
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.34044
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.31534
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.29274
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.27263
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.25499
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.23981
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.22708
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.21678
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.20892
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04414
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239223
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448334
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672977
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914894
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176108
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.459035
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766343
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101365
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467875
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869798
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251391
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668818
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1365
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70547
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1084
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51792
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96062
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40612
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35343
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 17.07547
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 17.04629
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 17.01975
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.99582
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.97449
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.95575
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.93957
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.92594
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.91486
(325.19, 7.53, 366.43) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 16.90631
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045043
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240194
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44936
“(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674073
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916103
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177445
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460448
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767896
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103005
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469719
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870451
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252111
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66957
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1539
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72494
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11715
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52734
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96919
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39744
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21661
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14984
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93636
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14188
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93294
(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.63665
(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.61035
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046029
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241249
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450474
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675264
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917357
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178801
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461923
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769528
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104805
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471657
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871391
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253117
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670671
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17159
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74471
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12672
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53763
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96218
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38987
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08248
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15803
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94636
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15437
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94895
(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.49675
(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.45347
(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.54271
(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.5491
’(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.56445
(325.19, 7.53, 366.43) (360.45, 1.82, 380.24) (2.79, 2.64, 6.95) Truck 24.57983
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04704
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24233
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451647
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.676545
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918736
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180268
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.463521
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771273
(325.19, 7.53, 366.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.106675
