¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6518
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.78833
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.77515
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.85845
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.11385
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35772
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581879
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823466
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084577
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367549
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.455037
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.317764
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.186507
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.15015
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.128498
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.108034
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.088743
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.128217
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.177852
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.229271
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.29681
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.497081
(330.09, 7.38, 372.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.492846
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.67312
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.41771
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.42749
(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 17.38424
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.17807
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.95992
Ø(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.94661
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.02522
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.27406
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358418
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582615
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824255
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085418
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368497
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.533165
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.393297
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.259592
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.206364
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.184543
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.163919
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.144479
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.176147
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.226573
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.278809
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.333331
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.535717
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.54587
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.72471
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.29048
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.57387
(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 17.54358
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.37107
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.13758
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.12415
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.19778
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.4396
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359091
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583357
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825048
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086245
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369427
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677358
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.471899
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.335621
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.264562
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.242565
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.221778
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.202179
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.225646
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.276896
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.329982
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.384956
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.575475
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.61255
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.77797
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.48465
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.7247
Ô(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 17.70831
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.57124
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.32488
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.308
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.37632
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.61066
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359769
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584055
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825791
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087094
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370327
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678324
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.553698
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.414718
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.324808
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.302631
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.281672
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.261913
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.276759
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.328867
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.382838
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.438725
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.616374
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.836289
(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.83293
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.68611
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.88015
(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 17.87864
(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 18.35606
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.52721
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.49839
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.56109
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.78743
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360409
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584768
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826585
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087893
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371214
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679301
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.638842
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.497021
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.387173
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.36481
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.343672
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.323748
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.329534
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.382535
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.437425
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.494264
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.658443
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.88091
Î(330.09, 7.38, 372.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.88963
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.89524
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.07303
(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 18.05478
(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 18.50723
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.73709
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.69562
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.75234
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.97012
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.954262
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585476
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827309
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088723
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372114
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680272
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.727483
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.582674
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.451732
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.429174
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.407855
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.387756
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.384017
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.437947
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.493797
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.551628
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.701705
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.926815
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.02366
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.11241
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.29576
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.85413
(330.09, 7.38, 372.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 18.66303
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.95483
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.89995
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.95029
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.16263
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95464
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586141
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828044
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089518
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37298
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681196
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.819782
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.671831
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.530478
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.4958
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.474291
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.454016
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.440261
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.495159
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.552008
Â(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.610868
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.746186
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.97403
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.27902
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.33804
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.52726
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 16.03966
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.18481
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.17354
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.11167
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.15525
(330.09, 7.38, 372.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 19.37233
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955011
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164165
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828793
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090305
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373796
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682117
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01861
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.764658
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.620187
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.564773
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.543068
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.522606
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.503374
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.554224
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.612113
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.672051
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.791916
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.022585
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.54558
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.57256
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.20428
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.54742
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.68068
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.57715
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 15.5552
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.14795
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955375
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164557
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829493
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091083
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374668
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683034
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0184
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.861332
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.71358
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.636174
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.614267
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.593615
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.574202
»(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.6152
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.674175
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.735233
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.838919
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 8.072512
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.824
(330.09, 7.38, 372.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 15.81645
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 13.3342
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.94819
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.61456
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 18.35779
(330.09, 7.38, 372.76) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 14.87889
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.955733
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.164942
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830187
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091832
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37547
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683908
(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017054
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.962043
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.810833
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.7101
(330.09, 7.38, 372.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.687981
