¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(377.57, 15.25, 277.55) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.26696
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283669
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636021
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01775
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78172
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81078
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20774
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.12997
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.10255
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.07734
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.05431
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.03344
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.01473
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.99815
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.128417
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279365
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.442284
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616435
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803028
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003361
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218966
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451638
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703452
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976789
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274475
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590095
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848971
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093676
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355432
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635968
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.937424
Ã(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262059
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612745
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99251
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74261
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92546
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40654
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47537
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96784
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.653
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26908
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.65149
(377.57, 15.25, 277.55) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.09676
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.132067
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284266
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.447489
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622062
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809024
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009781
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22589
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4591
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711535
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985594
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284092
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60482
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83425
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077985
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338651
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624461
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93297
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265766
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625812
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01654
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8885
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10568
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61156
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54656
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.45827
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.52675
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50994
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43226
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.63751
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.59048
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.135956
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289276
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452849
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62775
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815132
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.016365
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23299
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466775
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719831
×(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994594
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293909
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602569
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836873
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087276
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355524
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643467
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953389
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2878
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64963
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10659
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03856
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29173
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.4128
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39124
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.22581
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.59299
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.57942
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.24817
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54164
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.54795
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.39094
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.140754
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294379
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458316
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633584
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821395
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023077
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240227
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47461
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728299
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003811
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303969
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600584
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852974
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104497
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.373943
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663218
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974648
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310704
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674405
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2393
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19306
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47615
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.23804
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07791
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.02103
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.43179
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.46508
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.07193
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.61656
Ï(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20941
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.20996
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.145665
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.299596
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463892
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639546
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.827816
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029955
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247649
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482593
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736963
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013224
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314253
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596405
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869718
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122335
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393049
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683752
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996694
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33447
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700123
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37598
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35209
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65327
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26669
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.10661
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.04042
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.961653
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.867643
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.822729
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.887928
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.02396
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.03663
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.150661
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304948
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469579
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.645635
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.834334
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036983
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255192
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490764
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74581
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022847
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324746
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592593
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880507
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140892
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412878
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705025
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019561
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359155
é(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756804
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.851351
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.82868
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.807571
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.800815
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.797686
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.807601
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.819003
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.948153
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.804574
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.669238
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.709342
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.870439
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155774
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.31038
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.475402
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651893
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840988
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044142
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262905
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499118
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754859
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032669
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322891
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589198
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876815
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160063
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433428
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727057
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043283
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384752
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.708754
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.67696
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.647726
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.629981
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.620594
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.622282
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.632015
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.648103
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.66569
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.884404
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.594746
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.522848
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.711094
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.160982
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315946
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48133
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658208
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84779
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051457
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270784
à(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.507634
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764075
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042704
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320081
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.58619
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873553
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17995
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454702
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749881
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067845
(377.57, 15.25, 277.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41125
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.554197
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.523466
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.497692
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.47918
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.471253
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.47428
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.482511
(377.57, 15.25, 277.55) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.495652
