¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.845676
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.913747
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375799
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781738
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19877
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65461
ª(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14459
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5769
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04597
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85853
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55248
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01038
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76534
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36931
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78959
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7489
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37535
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88978
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68367
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34095
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.57337
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788372
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019637
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270571
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542738
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.837941
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.156643
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.491578
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.904657
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.365712
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791876
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20982
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66669
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16947
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60381
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37283
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76724
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45094
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89038
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67444
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28225
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96795
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84077
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39363
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83423
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5591
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333916
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565778
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786516
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016089
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266751
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538427
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83327
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.153381
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488436
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.895611
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355675
®(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80132
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22131
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67926
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18602
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63163
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.333
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68728
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35173
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77388
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33361
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19776
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15092
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93624
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37881
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79151
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49202
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326857
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558159
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784775
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01263
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263027
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.534213
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.828702
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148417
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.485456
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886605
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.345689
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810328
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23323
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69231
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19627
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66037
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29459
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64657
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25483
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66081
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05385
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05339
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33861
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.97236
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.36721
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77952
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4403
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319772
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550516
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783146
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009261
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259398
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530096
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824242
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143568
µ(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48264
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.877647
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.335752
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.819688
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24559
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70584
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21114
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94049
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25757
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60735
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16018
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55099
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93751
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69633
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56626
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96424
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35885
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77084
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39222
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312665
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542847
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780735
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005979
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255866
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526075
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819887
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138834
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479988
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868734
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.325866
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829393
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25839
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71985
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22654
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92601
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22679
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56957
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06767
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44438
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82459
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35672
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43594
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95924
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35365
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76545
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.3476
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.305536
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.535154
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777835
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0032
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252431
¶(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522153
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815639
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.134216
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477501
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85987
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.316035
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823272
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27164
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73435
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24248
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91268
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21276
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53324
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97733
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34086
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71501
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11293
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08262
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.93718
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35168
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7634
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30651
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.298385
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52744
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774833
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001822
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249091
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518331
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811496
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129715
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.475176
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85105
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.306258
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.812372
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28533
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74934
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61712
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90051
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19995
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51679
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8891
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24034
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60867
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00021
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72689
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57671
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32668
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7647
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26889
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.291215
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519707
·(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766467
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000567
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245848
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514606
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.807461
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12533
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.471497
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84228
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.296537
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801538
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29946
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76481
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60668
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88953
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1884
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50459
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83041
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14277
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50546
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89086
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38864
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30162
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27298
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73643
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24226
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284026
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511952
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75808
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999434
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.242704
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.511193
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.803534
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121062
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466842
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83415
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.286872
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.790765
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31403
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78078
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59734
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87973
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17806
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49369
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79982
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07656
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40531
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78481
(337.76, 7.35, 334.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18863
