¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(386.35, 14.37, 305.85) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 18.04507
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.149498
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.205732
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.264034
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324423
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.387062
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452004
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51934
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589229
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661763
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737075
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815273
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896554
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.344346
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.374571
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.40586
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.438273
µ(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471849
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.506596
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.54258
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.579822
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.618391
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.658345
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.699654
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742431
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.786738
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.832592
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880048
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.928634
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.977147
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.027464
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079499
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133428
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189312
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.247207
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307186
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369425
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433882
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.500798
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570208
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642231
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.71699
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794682
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87536
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.333147
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.363137
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.394207
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.42641
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.45979
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.494301
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.530018
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.567063
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.60535
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.64501
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.686074
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.728552
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.772548
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.818074
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.865243
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914083
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.962876
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012815
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.064541
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.118146
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.173659
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.23117
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.290812
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352596
»(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.416661
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483125
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552066
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623633
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697906
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.775074
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860946
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.322418
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.352235
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.383115
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.415089
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.448239
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.482535
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.518046
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.554831
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.592885
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.632309
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.67307
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.715325
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.759002
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.804273
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.851106
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.899623
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.949288
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998927
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050349
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.103611
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.158806
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.215979
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.275217
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336605
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.400328
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466339
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534878
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.605984
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679779
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756426
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878548
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.312221
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.341868
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.37254
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.404344
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.437246
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.471328
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.506653
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.543198
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.581027
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.620195
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660715
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.702698
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.746102
´(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.791112
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837671
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.885885
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.935806
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.985764
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.036878
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.089842
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.144687
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.20156
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.260471
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.321516
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384823
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45047
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.51859
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589261
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.66263
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738797
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897227
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.302523
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.331983
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.362476
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.394076
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.426825
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.460717
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.495821
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.532121
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.56974
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.608674
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.64897
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690691
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.733885
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.778588
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.824882
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.872813
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.922437
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.973305
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.024133
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.076811
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.131365
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187894
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246484
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30722
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370151
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43542
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503158
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573415
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646399
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722162
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916889
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.293309
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.32261
·(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.35292
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.384386
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.416897
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.450602
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.485507
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.521659
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.55905
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.597755
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.637836
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.679325
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.722275
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.766734
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.812753
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.860411
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.9098
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.96088
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012122
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.064506
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.118793
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.175013
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.233292
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293703
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.356306
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421271
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48865
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558535
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631087
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.715677
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937654
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.284598
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.313721
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.343903
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.375164
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.407535
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.441072
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.475783
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.511688
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.548897
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.587433
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.627264
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.668544
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.711295
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.755503
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.801296
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848701
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.897795
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948633
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.000797
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052936
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.106951
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.162924
·(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.220887
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281007
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.343306
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407938
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474942
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544503
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61669
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735953
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959531
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.276386
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.305323
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.335371
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.366471
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.398681
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.432057
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.466593
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.502348
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.539342
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.577649
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.617343
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.658405
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7009
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.744916
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.790464
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837636
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88647
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.937115
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.989489
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.04207
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.095846
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151554
(386.35, 14.37, 305.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.209264
