¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(335.93, 7.58, 352.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863842
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813974
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270905
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824891
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37284
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90719
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52482
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07215
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65104
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08547
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14541
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21998
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8028
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.35059
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149089
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35733
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581229
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822533
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084278
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371465
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.684068
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025648
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400326
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813045
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269876
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815694
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35493
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88735
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5365
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10953
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69216
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33573
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12698
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3493
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76249
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32131
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147008
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355132
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578853
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819933
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083721
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370822
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683413
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02491
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399491
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812152
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2689
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806417
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33733
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87157
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54811
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14778
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73427
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32008
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17714
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08158
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72265
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29237
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14493
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352902
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576467
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818594
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083151
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370236
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682782
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024185
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398711
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811293
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267962
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79699
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32004
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.876
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55975
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18693
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.784
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30527
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24411
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1105
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67755
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26378
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142904
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350732
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574122
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818104
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082621
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369652
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682123
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023505
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.397943
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810431
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267003
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787405
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30316
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88053
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57135
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22697
†(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92143
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30485
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31223
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14081
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51154
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23557
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140893
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348555
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573123
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817636
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082088
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369099
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681474
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022848
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39721
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809625
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266093
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777701
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29783
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88529
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58292
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26796
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06129
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36522
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38153
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17249
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34663
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20507
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138905
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346419
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572707
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817155
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081607
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368547
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680886
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022159
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396499
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808813
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265229
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77301
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3022
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89017
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59444
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30985
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20362
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42661
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45207
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20557
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1829
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16073
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136939
‰(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345682
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572271
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816695
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081095
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367993
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680317
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021523
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395773
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808042
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264359
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772062
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30668
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89517
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60597
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35273
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34837
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48899
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49031
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24005
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02036
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11658
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134999
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345296
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571853
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816271
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080636
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367492
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679745
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020926
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395103
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807287
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263515
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771115
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31135
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90038
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61744
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39651
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38038
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55238
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52291
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27602
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85906
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07268
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134391
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344925
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57145
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815827
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080165
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366974
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679224
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020328
ƒ(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394455
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806574
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.262726
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770232
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31612
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90574
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62889
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44127
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38838
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60051
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55689
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31339
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69898
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.029
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.134047
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344584
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57108
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815429
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079713
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366494
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678658
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019743
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39381
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805886
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26193
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769353
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32105
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91128
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64028
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48698
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39662
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63145
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59214
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33021
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54025
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98552
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133725
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344241
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570702
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815034
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07928
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366019
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678171
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019156
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393177
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805189
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26116
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768511
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32608
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91692
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65164
ƒ(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53214
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4051
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66186
(335.92, 7.57, 352.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62872
