¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(440.46, 14.64, 255.87) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 14.06694
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.47088
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.45076
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.43358
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.41933
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.40799
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.39956
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.39403
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.3914
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.39167
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396935
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617291
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854404
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11026
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387094
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687533
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014705
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372303
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764634
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185673
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636967
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13647
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71582
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38295
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10468
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84472
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78892
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.27715
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.2544
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.23368
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.41271
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.83293
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6574
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.63707
Ê(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.6197
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60529
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.59382
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.58529
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57968
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.577
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57724
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.997634
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615869
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852885
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108612
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385288
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685582
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012612
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369967
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762068
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18239
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633312
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1324
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71194
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37853
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10419
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84789
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79629
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.47428
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.45117
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.43014
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.41118
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.80933
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85053
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.82997
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81241
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.79783
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.78622
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.77758
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.7719
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76917
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.76939
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.996399
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614454
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851359
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106954
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383496
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683647
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010486
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367651
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75952
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179152
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629727
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12848
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70807
Ñ(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37418
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09856
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85138
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80368
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.67942
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.65595
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.63459
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.61532
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.78623
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.05051
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.02972
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.01195
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9972
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98545
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9767
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97093
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96815
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96835
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.995173
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201524
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849854
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105317
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381744
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681736
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008407
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365353
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75703
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176016
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626293
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12465
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70423
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3698
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09308
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85517
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80721
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.89301
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.86916
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.84745
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.82788
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43323
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25762
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23659
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.21862
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.20368
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.19179
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.18292
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17706
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17422
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.17439
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993956
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200218
¾(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422172
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103713
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379987
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679822
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006314
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363075
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754513
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172963
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62295
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12093
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70041
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36551
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08777
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85926
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80025
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85597
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.09127
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.0692
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.0493
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47956
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.47215
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.45086
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43267
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.41755
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4055
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39651
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.39057
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.38767
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.38782
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992748
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198918
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.420773
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102108
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378248
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677951
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004251
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360837
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75201
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17004
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619693
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11729
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69665
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36123
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08265
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86366
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7935
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84815
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.32279
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.30034
(440.79, 14.67, 256.37) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.2801
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55176
¬(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.69439
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67285
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.65442
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63912
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6269
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61778
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61175
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60879
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6089
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99155
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197631
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419386
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658635
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376545
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676081
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002214
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358596
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.749567
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.167177
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616526
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11381
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69287
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35698
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07762
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86834
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78694
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84055
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86004
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81596
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5383
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62605
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.92467
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.90286
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.8842
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.86869
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.85631
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.84706
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.84092
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.8379
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.83799
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99036
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196354
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41801
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657148
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915868
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674211
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000168
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356356
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747138
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.164395
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613487
½(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11042
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68916
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35278
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07282
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86937
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78065
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83323
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91181
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86065
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5803
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70249
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.16333
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.14124
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12233
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.10662
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.09406
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.08467
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07843
(440.79, 14.67, 256.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.07534
