¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.02114
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.478445
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1215
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85943
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71575
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58492
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90281
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47402
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57145
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39349
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321388
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591796
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887306
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.213675
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574066
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.973385
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417716
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.916038
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.480102
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12325
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86146
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71792
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59561
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90845
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47235
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56932
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40757
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321898
Ş(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592353
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887976
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.214413
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.574884
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974338
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.418783
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917343
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481587
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12481
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86326
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52083
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60595
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9077
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4719
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5662
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43288
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322334
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.59283
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888553
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.21505
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575588
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975173
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419717
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.918504
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482901
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12618
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60533
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52927
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61595
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90649
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48605
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56211
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45623
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322697
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593228
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.88904
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.215586
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576183
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.975892
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420521
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.919488
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484041
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81628
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6123
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5369
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61744
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90492
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49941
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55698
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45911
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.99914
ğ(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322988
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593544
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889433
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216021
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576664
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976491
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421192
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920242
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12932
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82209
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61616
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53551
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61576
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90291
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51193
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55087
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.451
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81063
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323204
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593783
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889736
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216354
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577033
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976971
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421729
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.920849
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13419
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82318
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61469
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5338
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61372
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90049
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5237
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5438
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44157
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57159
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323349
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593941
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889947
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216588
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577291
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977332
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422132
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5288
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1332
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82168
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61299
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53182
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61138
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89767
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53461
¬(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53711
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43085
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2758
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.91136
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.74841
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.83681
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32342
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594017
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890066
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216719
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577435
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.977576
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.992954
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527507
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13172
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82001
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61104
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5295
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6087
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89443
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54473
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.53209
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22124
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.87301
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.39404
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.25684
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.35786
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.7273
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323418
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594015
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890093
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216748
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577467
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515588
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99165
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526022
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13005
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81808
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60885
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52696
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60566
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89077
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55402
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5265
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01124
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.33186
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.90339
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.79757
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.90188
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 23.26302
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323342
«(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593932
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.890027
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216674
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087755
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514326
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990187
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524398
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1282
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81596
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60643
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5241
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60229
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88672
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56247
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51202
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80477
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.82
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.44328
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.36024
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.46739
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.82051
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323195
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593771
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889874
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216501
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086492
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.512877
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988601
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522594
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12617
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81363
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60371
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52095
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59855
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88226
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56139
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49141
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64504
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.33529
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.01469
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 21.94349
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.05304
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.3984
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322973
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593528
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.889677
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700954
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0851
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511322
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.986873
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520635
Á(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12391
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81112
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60077
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51755
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59447
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87738
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55115
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47062
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53163
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.16811
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 24.05107
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 24.20605
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 24.08153
(398.85, 13.98, 247.05) (438.32, 8.60, 240.59) (3.14, 1.85, 2.76) Tools 22.12025
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322679
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593207
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351768
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69956
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083582
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.509652
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984975
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518512
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12154
(398.85, 13.98, 247.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80836
