¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(363.70, 7.12, 353.08) (332.28, 1.44, 368.85) (0.81, 2.16, 0.81) Human 18.49469
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172102
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822275
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.648185
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.745914
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63515
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.265032
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15246
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90411
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.856851
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.116035
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.533374
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.527259
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.522425
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.518868
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.516584
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.515573
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.515831
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.517359
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.520161
Ä(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.524236
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.529592
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721347
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932026
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157736
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400177
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66115
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100267
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599939
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16721
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.821117
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.801578
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.693725
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.678173
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.66399
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.65116
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.639673
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.145479
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.352439
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.701308
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.465948
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.461127
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.457571
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.455278
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.454243
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.454467
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.455949
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.458691
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.462697
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.467968
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699458
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908628
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13268
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373285
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65321
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.096193
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596311
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168398
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824144
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.977599
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.632968
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.617525
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.603439
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.590694
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.579279
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.793071
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.60793
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.913264
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.40701
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.402204
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.398648
Û(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.396346
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.39529
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.395481
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.39692
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.399607
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.403544
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.408738
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677968
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885646
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108103
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346887
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649365
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.796096
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.768758
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.747854
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.728388
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.712102
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.574565
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.559227
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.545234
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.532571
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.521226
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.811901
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.562494
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.141523
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.527465
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.345566
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.342015
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.339702
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.338627
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.338787
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.340184
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.342817
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.346693
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.35181
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656866
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863107
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08395
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.78978
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.756796
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.725436
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.697056
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.676332
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.657027
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.644859
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.518432
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.503194
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.489291
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.476708
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.465432
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.830587
ä(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.497711
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.387958
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.733042
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.291135
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.287586
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.285265
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.284171
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.284302
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.285659
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.288243
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.292057
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.297101
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636143
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841574
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.762253
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.723272
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.688535
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.657527
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.628316
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.607631
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.591089
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.58019
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.464489
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.449349
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.435534
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.423027
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.411816
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.849125
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.435457
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.654724
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.954238
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.372346
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.235286
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.232958
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.231846
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.23195
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.233269
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.235806
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.23956
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.244537
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617615
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822556
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.701913
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.663354
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.62652
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.594518
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.568274
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.546955
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.531557
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.519264
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.412661
ã(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.397617
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.383885
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.371452
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.360304
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.867505
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.375651
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.944348
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.19282
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.57236
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.185041
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.182707
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.18158
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.181658
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.182941
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.185431
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.18913
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.194041
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60017
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.683865
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.643956
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.605801
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.569656
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.539503
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.510885
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.490824
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.478043
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.466571
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.362877
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.347926
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.334275
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.321913
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.310827
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.885719
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.318208
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.065269
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.450835
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.7874
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.233567
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.134443
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.1333
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.133353
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.134604
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.137049
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.140696
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.145545
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583035
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.633096
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.593774
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.556186
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.520527
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.490653
å(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.464229
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.44497
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.431037
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.331248
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.315076
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.300211
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.28664
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.274347
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.26332
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.903762
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.263053
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.093171
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.730654
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.019136
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.428702
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.088103
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.086946
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.086976
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.088193
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.090598
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.094194
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.098984
(362.79, 6.99, 353.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566286
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.586925
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.547931
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.510658
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.476338
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.44811
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.423918
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.40419
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.388797
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.285268
(362.79, 6.99, 353.18) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.26919
