¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.62924
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891433
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265374
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678291
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13654
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674673
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26047
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9016
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64298
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46714
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.386
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46881
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74558
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30858
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23519
(431.74, 14.09, 335.99) (416.69, 7.96, 307.51) (1.42, 0.85, 0.81) Fence 21.16466
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902416
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139126
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.380092
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637934
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918985
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226283
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560218
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901255
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.276167
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690254
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149821
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667386
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2468
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89699
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63773
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45282
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36112
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43971
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71104
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23574
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15007
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98217
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903226
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139984
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390782
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649608
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931703
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240227
Ñ(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569414
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911329
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287298
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702569
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163497
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677881
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24315
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89287
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63301
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43926
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33951
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41166
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67393
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15968
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0671
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84117
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 19.14393
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 19.06417
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 19.03884
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 19.01817
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 19.00203
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.99029
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904041
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14083
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398736
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661399
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944531
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254295
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578866
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92167
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298721
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.715172
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17751
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687547
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23996
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88924
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62887
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42651
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32484
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38473
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62505
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09754
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98619
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70366
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.96043
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.91607
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.90173
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.89131
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.88486
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.88232
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904816
É(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141704
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399692
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673313
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957554
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268565
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588543
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932317
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31041
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728099
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191935
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697698
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23901
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88608
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62524
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41454
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31104
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34858
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57772
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04077
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90737
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57455
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 19.02689
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.97829
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.97138
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.96855
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.96987
(431.74, 14.09, 335.99) (417.25, 8.90, 309.60) (0.81, 2.16, 0.81) Human 18.97538
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905602
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142548
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400613
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682662
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970694
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282966
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598463
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943232
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32238
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741394
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206712
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.708288
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25089
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8834
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62217
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40334
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29528
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31141
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5318
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98581
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83058
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47455
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.89699
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.85711
Î(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.83325
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.81359
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.79819
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.7868
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906402
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143397
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401515
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683676
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984014
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293126
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608642
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954372
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334711
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755016
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22184
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719413
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26329
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88119
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6144
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39298
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27139
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28372
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48739
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9326
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75584
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.93323
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.73409
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.71002
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.69584
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.68533
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.67844
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.67525
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90715
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144256
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402448
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.684661
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994374
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302631
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619079
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965808
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347294
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768946
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237351
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730978
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27623
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88848
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60596
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37539
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24852
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25717
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44439
Å(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88118
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7031
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 18.03783
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.77084
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.74954
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.74125
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.73669
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.7359
(431.74, 14.09, 335.99) (417.89, 8.89, 310.90) (0.81, 2.16, 0.81) Human 17.73886
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90794
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145099
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403365
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685686
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995498
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312413
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629736
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977521
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360204
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.78323
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253216
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743028
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28974
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90365
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59563
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35636
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22664
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23177
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40551
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8315
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65304
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16038
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90948
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908694
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145913
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404277
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686707
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005607
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320419
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640674
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989451
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37338
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797838
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264494
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755568
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30377
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91946
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58121
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33811
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20571
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20756
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37709
™(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78352
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.50455
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79903
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74768
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909463
(431.74, 14.09, 335.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146764
