¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
é(431.27, 10.26, 363.16) (408.12, 2.26, 366.19) (8.55, 3.34, 4.11) Truck 3.963183
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3135
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98109
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73395
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5548
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48793
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54972
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78299
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23258
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96054
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97461
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13644
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.619505
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.830773
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470111
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73435
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015421
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.322444
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659173
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029957
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44022
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900759
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417793
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00066
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6619
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25048
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91027
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65468
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46482
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38885
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44301
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65857
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08571
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78448
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76764
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.25507
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605029
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815113
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.042781
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714797
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994104
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299161
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633553
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001725
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408895
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861574
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37324
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950327
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60531
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18886
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84108
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57667
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37714
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28857
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33648
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53772
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94315
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61387
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55399
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.80556
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590687
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799601
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025952
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271963
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.559509
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276113
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60826
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973854
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378021
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827176
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329365
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900725
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54882
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12862
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77347
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50028
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29164
„(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1909
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22387
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42021
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80478
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44696
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33784
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.57803
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57648
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784235
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.009288
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253088
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514316
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799879
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583288
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946302
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347524
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793231
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291119
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851846
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49322
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06974
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70743
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42571
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20832
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09582
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11432
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29489
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67052
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2734
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.52719
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.35151
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.98319
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.562407
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.769021
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.992791
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.234406
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494011
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777667
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088682
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919172
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.317451
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75976
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253652
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808583
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43848
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01214
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64293
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3529
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12712
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0032
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00773
ğ(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17093
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53327
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10526
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97821
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.13283
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72001
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.548471
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753959
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97646
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.21595
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473947
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755723
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064586
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402021
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287816
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726751
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216713
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766998
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38928
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95591
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57993
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28186
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04798
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91304
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90406
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05048
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39162
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.74876
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.80244
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92089
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.46649
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.534672
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.739045
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960297
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197721
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454118
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734046
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040791
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374622
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.744517
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155148
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180314
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725991
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34278
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90563
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51838
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21249
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97084
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82525
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80324
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93341
Í(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25416
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.94493
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63242
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.71403
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.22224
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521013
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.724287
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.944305
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179721
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43453
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712637
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017301
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347597
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.714612
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121885
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576215
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68562
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29706
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85774
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46437
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14528
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89574
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7398
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70517
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81974
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75329
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76359
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.46799
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.514
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.98694
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.507493
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.709682
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.928482
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161951
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41518
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691495
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99411
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320934
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685123
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089101
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.539734
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.044956
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.609066
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81099
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41212
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08657
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82431
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65664
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60982
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56225
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17525
¥(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62242
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.30656
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31886
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.76022
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.494115
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.695233
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.912832
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.14441
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396073
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670624
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971221
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294639
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.656052
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056793
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503798
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.004538
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.56384
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19368
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79547
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63325
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76087
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57923
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99354
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.85322
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.06097
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48655
(431.27, 10.27, 363.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15165
