¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(436.69, 14.02, 296.56) (434.52, 8.54, 321.04) (0.81, 2.16, 0.81) Human 7.692207
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20974
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85569
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76508
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41789
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470582
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735179
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023789
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.339739
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686992
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.070409
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495834
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97043
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508822
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08005
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59516
¶(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16809
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81527
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73939
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38498
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46771
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732051
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020358
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335963
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682884
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065856
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490758
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.964773
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497849
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04686
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55846
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13627
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78667
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73084
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35105
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464804
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728917
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016959
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33225
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678739
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061282
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485652
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959074
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490358
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01474
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53357
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1114
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75872
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7457
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31611
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461912
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725767
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.013505
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328428
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67457
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056652
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480524
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953304
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483912
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995087
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5118
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0871
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73142
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76017
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459014
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722575
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010009
º(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324643
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670389
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052037
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475372
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947519
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477404
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974651
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49048
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06334
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70476
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77423
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456046
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719379
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006526
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320792
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666139
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047336
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470182
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941741
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470857
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951568
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46972
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04015
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67874
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78791
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453086
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716188
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003018
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316935
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.661904
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042645
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464936
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935882
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460238
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928949
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44867
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01754
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66433
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80116
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450098
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712916
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999457
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313052
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657617
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03791
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.459669
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93001
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440157
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906761
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42401
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9955
¹(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67495
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75152
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66646
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.447129
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709655
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995898
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309149
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653301
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033156
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454395
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924108
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420495
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885036
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39991
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97363
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68526
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56518
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4522
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444103
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706373
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.992337
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305256
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.648995
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028355
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449067
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918136
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401229
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.863774
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37632
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94728
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6314
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38468
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24508
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441097
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703084
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988745
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30129
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644671
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.023584
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443732
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912184
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.382413
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842964
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35319
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9215
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49638
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20978
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04477
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438056
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699761
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.985111
¹(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297328
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640287
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018737
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438363
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90613
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363973
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82258
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33062
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89075
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45163
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04028
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85104
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434993
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696454
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981471
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293329
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635896
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013887
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432996
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900143
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345908
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802679
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30635
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85911
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40811
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95047
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66355
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431919
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693121
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977821
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289332
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631493
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009036
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427561
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894086
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328266
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783236
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27856
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82816
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36575
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90391
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4981
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42883
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689749
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974162
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285318
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627075
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004123
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422121
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887983
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311033
º(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759277
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25134
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79785
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32462
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85866
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4481
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425728
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686386
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.970501
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281301
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622625
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999241
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416675
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881908
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292138
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735187
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22468
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76822
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28459
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81468
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39958
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422647
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683017
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.966785
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277223
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618209
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994293
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411188
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869423
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270748
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711619
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19863
(436.69, 14.06, 296.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7392
