¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94729
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.995302
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72872
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58076
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57072
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.8764
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.81723
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.76108
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.72969
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.71576
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.70433
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.6954
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.68895
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846996
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.001375
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166978
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.344968
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536824
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.744056
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968673
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212811
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47909
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770599
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091022
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444798
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837358
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275281
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766877
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322516
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955392
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68271
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52708
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51907
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.6179
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.56192
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.50887
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.45868
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.4113
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.36668
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.32477
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.28554
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.838252
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.992024
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15694
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334191
¶(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.525197
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731531
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955045
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198001
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46293
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752935
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071581
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423285
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813432
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24858
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736849
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288496
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91654
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63791
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47489
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.15591
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.10115
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.04922
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.00007
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.95363
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.90987
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.86873
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.83017
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.79416
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829719
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.982882
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.14714
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.323663
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513858
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719271
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941789
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183586
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44718
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735638
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052597
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402319
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790166
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222569
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707618
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25538
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878727
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59434
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42412
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.75341
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.73115
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.71126
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.6937
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.67847
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.66556
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.65494
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.64661
¡(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 11.64056
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.821356
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.973957
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.137574
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.313387
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.502754
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.707286
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928809
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169484
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431831
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718836
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03408
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381887
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767436
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197216
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679128
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.223122
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841955
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55196
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3748
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33942
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35937
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.01978
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.00021
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.98323
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.96881
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.95695
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.94764
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 12.94085
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.813223
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.965247
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.128212
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.303349
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491951
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69559
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.91617
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155716
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416813
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702411
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016046
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361967
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745351
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172533
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651382
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191759
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.806169
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51078
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32691
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28298
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21771
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.09151
«(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.07177
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.05464
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.04008
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.0281
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.01867
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.01179
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.805269
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.956731
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.11911
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29354
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481428
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684231
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903828
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142337
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402208
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686435
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998465
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.342561
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723804
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148506
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624424
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161245
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771386
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47077
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28036
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22819
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10446
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.16662
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.14671
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.12941
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.11471
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.1026
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.09306
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.08608
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.7975
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.948445
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.110218
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284031
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.471132
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673128
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.891812
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129294
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387997
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670845
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981348
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323673
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702875
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125145
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598179
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131585
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737578
²(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43189
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23519
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1543
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07237
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.24521
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.22511
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.20765
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.19279
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.18054
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.17088
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.16379
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.789937
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.940372
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.101576
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274717
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.461108
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662302
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880116
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116582
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374119
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655702
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964713
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305295
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682473
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102414
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572651
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10275
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704735
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39417
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19139
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07491
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04233
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.32736
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.30707
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.28942
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.27441
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.26202
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.25223
(342.33, 7.27, 370.04) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.24503
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.782592
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.932484
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.093125
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265656
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451349
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651785
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868708
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104181
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360631
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640924
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948513
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287424
±(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662692
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080326
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547886
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074791
(342.33, 7.27, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672877
