¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(397.16, 12.56, 328.75) (378.39, 4.70, 320.45) (0.81, 2.16, 0.81) Human 6.053655
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10151
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79117
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58876
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47136
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47988
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.69029
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60087
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12844
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96598
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871164
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30294
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77644
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28151
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32022
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27396
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7966
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18119
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52424
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15552
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84739
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64551
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53479
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54632
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.73115
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65459
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19054
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872201
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30403
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77763
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3536
ù(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64675
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31386
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83988
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09582
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.57478
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21073
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.90796
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.70187
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59967
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.61428
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.77313
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27528
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873047
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30501
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77868
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6054
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8749
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35455
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88401
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03321
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62282
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.26717
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.96989
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75949
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66602
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.68378
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84664
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78795
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.37509
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873757
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30497
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77538
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91905
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91319
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39598
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92897
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07186
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67116
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.32475
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.0332
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81837
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.7323
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.75485
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52113
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87516
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.47714
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872565
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30152
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77161
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24671
í(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95225
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43818
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83655
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11712
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72053
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.37982
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.09791
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88504
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.79936
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.82858
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59885
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96439
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58157
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869297
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29792
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76763
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5438
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99208
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48121
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75233
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16331
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77094
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43606
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16361
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.958
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86788
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90727
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67849
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05577
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67345
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865858
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29415
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76351
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5815
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03271
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.525
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70166
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21045
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82239
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.49257
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2268
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03256
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.93789
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98586
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76006
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14926
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.76428
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862294
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29025
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8355
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61988
é(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07408
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56958
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69671
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25853
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8749
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55013
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29132
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10779
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.00937
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.06616
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84353
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24489
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87207
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858603
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28616
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14284
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65902
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11624
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55753
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7439
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31028
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92846
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60887
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3572
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.18066
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09142
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.1482
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92899
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35157
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.98496
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854743
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28198
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2719
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69882
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15921
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48174
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.792
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36266
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98447
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66881
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.42364
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25508
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.17794
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80198
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02457
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4672
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10052
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850757
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27764
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3096
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73937
î(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2029
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42701
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84101
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41602
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04345
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72995
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.49104
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33107
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.26251
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88285
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1359
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58473
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18192
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846669
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27312
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34796
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78066
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24904
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38996
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.89094
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47039
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10336
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7957
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5598
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40864
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.3489
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98746
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24051
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68939
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21202
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842418
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26851
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38698
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82459
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29922
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40545
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9418
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52579
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16394
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86297
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63185
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48703
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43712
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09422
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34753
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79646
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2565
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838035
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26372
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42891
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87188
æ(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27557
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45788
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.99358
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58223
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22567
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93156
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7075
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.56649
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.52719
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20323
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45694
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90599
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38085
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833543
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05917
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4735
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91989
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21685
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51105
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.05329
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.63971
(397.16, 12.56, 328.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28857
