¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(394.91, 13.96, 249.26) (412.47, 7.73, 234.06) (1.88, 1.40, 1.43) Tools 11.91894
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.50435
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876456
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.113307
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371349
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653568
£(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963407
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304842
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.692274
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.119885
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600466
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.155222
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771764
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49702
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34367
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34394
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53468
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99301
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.80441
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15977
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.53944
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878021
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115011
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373207
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.655602
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965636
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.307304
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.694911
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122222
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.602992
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158063
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775105
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50219
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35007
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35144
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54408
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00422
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81753
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.17845
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.57337
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.879579
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116704
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375056
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657625
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967853
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309756
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697479
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124539
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605442
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.160819
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778574
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50726
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35632
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35879
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5533
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.01517
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83037
¤(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.19649
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.60612
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88113
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118392
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.376897
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659639
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970063
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.312196
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699982
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126837
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.607813
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163491
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782854
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51222
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36244
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36599
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56234
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.02588
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84294
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.2139
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42473
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882672
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.12007
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378729
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661643
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97226
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314626
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702418
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129115
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.610106
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166073
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.78704
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51707
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36842
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37304
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57119
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03632
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.85523
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23067
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4472
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884207
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121739
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380552
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663635
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974448
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317044
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704787
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.131374
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.612323
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168573
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.791129
Ş(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5218
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37425
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37994
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57985
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0465
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86724
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.24679
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46752
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.82016
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.79381
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.78381
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.77872
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.77842
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885734
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.1234
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382364
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665616
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976623
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.319447
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707085
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133611
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614455
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170981
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795117
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52642
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37995
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38669
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58832
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05642
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87895
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70287
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48571
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.72248
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.6989
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.68756
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.68108
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.67937
(395.14, 13.94, 248.98) (436.30, 8.88, 245.23) (0.81, 2.16, 0.81) Human 24.81963
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887252
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125051
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.384166
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.667585
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978786
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.321837
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709316
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135827
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.61651
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.173304
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.799007
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53093
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38549
¹(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39327
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59659
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06607
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89038
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7131
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50177
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888761
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126694
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38596
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.669542
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980937
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324217
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.711478
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138021
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618484
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175538
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.802797
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53531
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39089
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3997
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60466
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07544
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12637
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72245
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51566
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890262
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.128325
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387742
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671487
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983076
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326579
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713568
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140194
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.620378
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.177682
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.806485
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53959
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39613
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40597
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61254
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17068
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15377
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73081
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52985
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891753
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129947
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389511
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67342
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.9852
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328928
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.715588
Ï(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142344
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62219
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179736
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810071
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54374
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40123
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41207
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62021
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19211
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18033
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75367
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58752
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.893233
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.131558
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391269
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675338
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.987312
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.331261
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717538
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.144471
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623921
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181699
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813555
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54778
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40618
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41802
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61477
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20447
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18616
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79029
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.64323
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.894702
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133157
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.393016
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677243
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989408
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333578
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719417
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146577
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625566
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.183572
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816933
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55169
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41097
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31441
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61829
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20876
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1916
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82609
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69693
(395.14, 13.94, 248.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.896163
