¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(393.00, 14.76, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.704536
(392.99, 14.74, 307.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.68816
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.041388
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.035537
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.03068
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.026812
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.023927
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972707
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.382694
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829537
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341086
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896737
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48998
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13632
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9895
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12215
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90998
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72641
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63337
(392.99, 14.74, 307.58) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.35205
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.995742
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.989773
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.984787
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.980783
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.977753
Ô(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.052202
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378856
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825224
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332977
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88709
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46629
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10951
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92465
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04001
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71828
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48309
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32897
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.49582
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.951789
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.945707
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.940601
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.936469
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.933303
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 5.051777
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374976
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820976
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324874
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874456
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44291
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08311
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8604
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92454
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55389
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24882
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03717
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5978
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.909469
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.903282
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.898064
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.89381
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.890516
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963655
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.371162
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816719
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316765
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853939
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41987
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05708
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79672
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77407
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3898
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04269
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75727
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29887
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.868727
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.862441
Ø(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.857117
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.852749
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.849334
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960553
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367418
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81251
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309533
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833706
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39717
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03147
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75063
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62807
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22914
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87279
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61055
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01227
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.82951
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.823132
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.817708
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.813234
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.815465
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957411
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363675
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808332
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304841
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813753
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37482
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00625
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72192
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48646
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07345
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70829
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39002
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50243
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28018
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.79208
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.94197
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.791768
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.785302
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.779785
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.77521
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.815065
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954229
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359915
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804182
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301922
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794127
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35284
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98143
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69366
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34906
İ(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92256
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54899
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21428
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64272
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81371
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.20001
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.02506
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.05582
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.54541
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.755455
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.748908
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.743302
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.738633
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.814663
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950966
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356284
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800103
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300957
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77478
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33118
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95698
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66592
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2248
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77626
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39349
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04421
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73326
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22377
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14071
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.16351
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.19475
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.23079
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.720526
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.713902
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.708214
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.703455
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.814257
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947701
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352634
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796048
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.299961
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759613
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30986
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93296
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63857
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16637
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63442
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23737
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87969
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53709
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13284
Û(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52929
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.30828
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.34002
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.37661
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.686937
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.680242
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.674475
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.669633
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565663
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944395
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349026
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79204
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298981
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.758156
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28888
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90928
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59853
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10993
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51099
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08614
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72044
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34813
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79658
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78833
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85068
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.49182
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.52896
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.654651
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.647888
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.642048
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.637126
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562661
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941024
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345417
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789324
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297971
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757179
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26827
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88604
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52918
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05085
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45264
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93959
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56623
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16607
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58953
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13152
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26306
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.65032
(392.99, 14.74, 307.58) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.68805
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.62363
Ì(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.616803
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.610894
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.605897
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559583
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937628
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341888
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.788432
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296994
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.756583
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.248
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86316
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46158
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97686
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39632
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81921
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41693
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99057
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40323
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87849
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48682
(392.99, 14.74, 307.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73552
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.593836
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.586951
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.580977
(392.99, 14.74, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.599604
