¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
– (409.04, 14.30, 243.74) (391.84, 8.05, 250.08) (0.81, 2.16, 0.81) Human 2.30767
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.985729
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.979065
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.973222
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.969906
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.969226
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.971158
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.97577
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.983204
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.993734
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.007785
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.026049
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.049675
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.080812
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.124325
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.199108
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.55762
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.55249
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.55039
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.55132
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.049062
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.038298
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.028039
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.018275
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.008997
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.00019
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.991847
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.98396
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.97652
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.969517
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.962944
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.957324
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.954165
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.953487
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.955269
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.959566
— (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.966501
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.9763
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.989308
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.006073
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.027471
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.055018
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.091708
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.145423
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47928
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47419
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47212
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.47307
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.035264
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.024609
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.014456
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.004794
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.995611
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.986899
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.978645
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.970844
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.963486
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.956563
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.950067
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.944626
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.941582
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.940904
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.942577
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.946644
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.953216
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.962484
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.974752
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.990476
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.010377
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.035637
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.068427
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.113576
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.188939
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.49875
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.50472
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.51372
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.02446
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.013894
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.003824
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.994246
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.985141
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.976504
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.968323
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.960592
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.9533
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.946439
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.940006
Ÿ (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.934709
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.931748
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.931071
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.932661
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.93656
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.942867
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.951755
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.963492
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.978483
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.997349
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.02108
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.051411
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.091875
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.152525
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.016335
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.005839
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.995839
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.986323
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.977282
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.968706
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.960583
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.952907
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.945669
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.938862
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.932478
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.92729
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.924387
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.923708
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.925244
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.929021
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.935139
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.943756
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.955122
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.969604
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.987757
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.010467
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.039209
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.076855
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.130597
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.248835
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43763
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.010678
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.000237
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.990288
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.980825
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.971831
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.963303
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.955225
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.947595
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.940399
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.933632
œ (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.927289
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.922173
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.919312
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.918633
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.920126
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.923826
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.929821
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.93826
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.949379
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.963524
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.981219
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.003271
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.031017
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.066975
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.117013
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.207218
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.12528
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.00735
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.996949
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.98704
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.977614
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.968659
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.960164
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.952123
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.944524
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.937361
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.930627
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.924311
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.919242
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.916401
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.915723
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.917194
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.92085
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.926772
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.935113
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.946096
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.960056
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.977497
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.999186
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.026398
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.061458
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.109656
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.191484
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.32375
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 15.88499
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.006275
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.995901
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.986019
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.976618
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.967689
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.959219
– (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.951201
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.943626
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.936487
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.929774
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.923483
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.918425
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.91559
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.914912
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.916379
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.92002
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.925924
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.934237
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.945182
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.95909
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.976461
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.998054
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.025119
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.059943
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.107656
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.187557
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.92225
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.72848
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.007427
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.997066
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.9872
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.977814
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.968899
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.960444
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.952441
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.944881
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.937756
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.931057
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.924779
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.919705
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.91686
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.916184
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.917659
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.92132
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.927256
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.93561
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.946614
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.960603
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.978084
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.999833
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.027126
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.062322
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.1108
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.193792
(409.16, 14.30, 243.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.67022
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.010828
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.000473
˜ (409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.990609
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.981226
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.972316
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.963866
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.955868
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.948313
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.941193
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.934503
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.928232
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.923112
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.920242
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.919567
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.921065
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.924779
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.930796
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.939269
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.95043
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.964639
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 1.982415
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.004583
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.032512
(409.16, 14.30, 243.82) (391.13, 7.92, 247.17) (0.81, 2.16, 0.81) Human 2.068762
