¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(424.11, 14.92, 246.36) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.321876
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.24621
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.23891
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.23362
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.23033
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.22904
Ş(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.28246
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424993
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674729
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946043
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241842
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565493
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921045
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313361
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748358
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233286
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762905
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35695
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.3956
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.38225
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.37096
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.36171
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.35449
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.3493
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.34613
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.34497
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.34584
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424193
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673858
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945103
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240827
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564374
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919822
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311996
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746826
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231593
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764732
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.359
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.51567
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.50233
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.49107
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.48188
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.47474
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.46966
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.46661
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.46561
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.46665
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42345
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673039
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944228
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239841
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563308
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918631
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310696
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745392
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229969
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766674
ğ(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3612
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.64059
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.62728
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.61606
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.60693
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.59989
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.59491
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.59201
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.59117
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.5924
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422709
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672243
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943377
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238909
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562295
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917509
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309459
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744023
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228422
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768704
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3635
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.77061
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.75732
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.74615
(424.08, 14.83, 246.36) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 10.73709
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.78087
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.75457
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.73049
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.72916
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.73059
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.80617
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.76912
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.73605
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.422044
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6715
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942552
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238026
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561314
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916438
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308267
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742691
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226942
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770001
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36596
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.91337
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.90009
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.88898
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.87999
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.87315
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.86842
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.86582
ñ(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.86534
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 10.86698
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.90202
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.86753
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.83682
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 20.00933
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421381
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670788
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941778
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237175
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560374
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915395
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307116
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7414
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225538
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768436
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36859
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.05439
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.04115
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.03009
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.0212
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.01447
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.00989
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.00746
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.00718
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.00904
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.08021
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.04795
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.01932
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.16588
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 19.47048
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420741
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670095
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94103
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236362
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559486
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914421
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306028
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740218
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.224176
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766914
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37399
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07333
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.18808
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.17709
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.16829
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.16169
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.15727
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.15502
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.15495
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.15705
ï(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.94968
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.92919
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.95557
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.39406
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.76554
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420143
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669445
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940299
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235566
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558626
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913483
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304988
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.739052
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222898
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765456
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37502
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06835
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.34116
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.33025
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.32156
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.3151
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.31084
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.30879
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.30895
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.31131
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.03697
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.01637
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.99931
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 17.98579
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.11311
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419576
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668818
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939653
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234859
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557824
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912589
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.304022
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737958
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221678
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764086
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36595
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05679
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.50072
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.4899
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.48133
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.47501
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.47094
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.4691
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.4695
(424.08, 14.83, 246.36) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 11.47214
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 13.05878
ê(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.10794
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.09077
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.07716
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.06709
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.031585
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668242
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939013
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234579
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557732
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911767
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303097
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736943
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220537
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762788
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36075
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04536
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.59417
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.55996
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.5506
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.5435
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.53866
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.53607
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.53573
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.53764
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 12.71404
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.20402
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.18674
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.25265
(424.08, 14.83, 246.36) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 18.16287
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.032259
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669201
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941327
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238038
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559443
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910957
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302197
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735983
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219451
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761555
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35569
(424.08, 14.83, 246.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03406
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.73002
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.71845
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.7092
(424.08, 14.83, 246.36) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 11.70223
