¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò (416.59, 13.01, 329.08) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.10767
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.394279
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.391234
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.389437
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.388885
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.389581
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.391521
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.394712
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.399151
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.404848
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.411805
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.420031
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.429534
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.586999
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.599359
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.484049
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.537259
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.555926
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.118454
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.098139
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.079139
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.061436
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.04501
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.029845
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.015925
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.008044
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.525233
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.900578
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.326226
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.321822
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.318655
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.316722
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.31602
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.316551
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.318313
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.321309
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.325541
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.331015
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.337734
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.345705
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.354939
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.510415
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.381527
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.39666
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.44906
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.467318
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.091001
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.070732
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.051773
„!(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.034105
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.017709
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.00257
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.988669
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.068562
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.576538
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.910302
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.256664
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.252159
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.248878
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.246817
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.245974
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.24635
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.247944
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.250757
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.254793
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.260056
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.26655
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.274281
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.283258
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.436825
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.297913
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.312698
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.364323
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.382193
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.064923
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.044699
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.02578
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.008146
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.991779
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.976664
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.962785
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.135073
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.628035
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.195584
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.18977
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.185172
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.181783
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.179602
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.178627
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.178858
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.180292
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.182934
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.186784
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.191847
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.198128
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.205631
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.214366
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.366103
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.217562
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.266895
!(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.282897
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.300399
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.040199
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.020016
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.001134
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.983532
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.967194
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.952102
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.938241
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.20269
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.681332
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.131326
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.125436
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.12075
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.117262
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.11497
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.11387
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.113964
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.115249
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.117728
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.121402
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.126276
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.132354
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.139642
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.206615
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.33313
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.140334
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.188978
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.204647
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.221796
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.016798
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.996656
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.977809
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.960239
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.943928
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.928859
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.915016
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.271424
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.731523
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.06952
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.06356
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.058793
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.055211
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.052814
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.051598
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.051561
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.052706
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.055031
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.058539
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.063233
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.06912
„!(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.178225
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.458094
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.451615
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.066102
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.114086
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.129436
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.14625
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.994699
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.974595
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.955782
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.938242
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.921957
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.906909
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.902544
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.341283
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.783468
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.01007
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.004047
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.999202
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.995534
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.993038
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.991712
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.991554
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.992565
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.994744
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.998095
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.002621
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.152136
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.319515
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.582592
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.583153
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.994743
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.042098
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.057145
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.073641
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.973877
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.953811
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.935031
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.91752
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.901259
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.88623
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.963777
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.412277
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.835515
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.952885
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.946802
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.941887
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.938138
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.93555
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.934119
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.933846
„!(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.934731
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.936774
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.972821
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.12822
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.293182
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.468565
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.713325
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.725296
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.926146
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.972896
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.987657
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 7.003848
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.967582
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.934283
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.915533
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.898049
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.898168
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.957224
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.025899
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.484419
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.887643
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.897882
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.891742
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.886762
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.882936
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.880261
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.878733
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.878354
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.87912
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.953008
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.106348
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.269051
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.44195
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.625988
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.838294
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.848563
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.893291
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.906375
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.920861
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.936764
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.3726
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.310174
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.250166
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.192482
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.198278
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.264858
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.334129
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.557714
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.852324
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.844979
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.838789
!(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.833746
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.82985
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.827094
(416.67, 13.04, 329.00) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 5.825474
