¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(432.58, 14.49, 325.66) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 13.47608
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25925
(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.26483
(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.27584
(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.28965
ß(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.30627
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.90742
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.80773
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.78316
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.82636
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.93942
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.16765
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.988
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.98446
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.98502
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.98966
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916123
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209522
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53043
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882586
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259052
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675111
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137164
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653196
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24361
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92844
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7138
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59886
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32993
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11784
(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.27119
(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.28221
(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.29605
(432.58, 14.49, 325.66) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 14.3127
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.94439
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.83545
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.80717
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.83901
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.93891
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.14673
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12757
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12399
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12454
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.12921
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911323
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204268
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524626
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87647
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253868
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66934
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130747
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645992
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23256
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91582
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69926
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5178
Ş(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20721
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97991
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8517
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84273
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28512
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.27224
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.99468
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.87555
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.83454
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.85493
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.94162
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.12908
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.80764
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.26958
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.27012
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.27481
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906435
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198906
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518802
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870002
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248653
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663555
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124273
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638778
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22139
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90306
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68456
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4304
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08742
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84539
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69967
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66951
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24623
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.37385
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.05711
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.91925
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.8653
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.87411
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.94754
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.11468
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.51992
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42138
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42191
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.42662
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90147
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193511
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51285
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861128
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241245
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657695
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117775
Ô(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631469
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21008
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89015
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66971
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48171
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98613
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71423
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55155
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50099
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.207
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.48079
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.12363
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.96659
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.89948
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.89658
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 16.95668
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.10537
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.58329
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.57961
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.58013
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.58487
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896451
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188039
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506872
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85165
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23077
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65016
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111213
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624126
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20034
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87709
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67115
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53451
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04341
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59822
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4073
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33704
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16744
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62657
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.19431
(432.58, 14.49, 325.66) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 17.01763
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.8056
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.78484
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76836
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.75614
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74818
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74446
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74497
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.74973
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891412
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182503
Ï(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498688
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842168
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220325
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638525
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103468
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616707
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.192
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86393
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67671
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58879
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10239
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66247
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27549
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3009
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12749
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22458
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.03274
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.00311
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.97784
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.9569
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.94028
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92796
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91991
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91615
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.91666
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.92144
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886289
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176921
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490005
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832638
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209787
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626873
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09046
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60869
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18359
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85061
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68193
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64463
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16306
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72859
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34783
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.38774
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.40252
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.42014
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.44062
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.18266
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.15718
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.13606
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.11928
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.10685
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09873
Ñ(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09492
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.09542
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.10023
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881112
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16948
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481296
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823054
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199213
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615162
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077427
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59404
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17512
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84947
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68676
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66673
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22541
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79663
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43513
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.42528
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.44021
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.45798
(432.58, 14.49, 325.66) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 14.47863
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36958
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.34386
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.32255
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.30562
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.29306
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28486
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.281
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.2815
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.28633
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875884
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161486
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472553
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813458
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188625
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603406
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064343
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579384
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1586
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8533
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69119
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67194
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28952
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86658
(432.58, 14.49, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56466
