¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ï(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.2223
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063319
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321282
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607834
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923197
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269558
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6455
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06109
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524487
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.797188
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.607301
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.538461
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.511533
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.49049
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.47118
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.453681
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.437915
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.423898
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.411614
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.401012
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.392125
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.384939
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.379422
¼(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.376018
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.397985
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.468009
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.678433
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.7432
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.833248
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069103
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327599
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614336
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930366
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278018
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655637
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072402
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537413
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.76693
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.595504
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.528963
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.501746
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.479527
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.459109
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.440475
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.423591
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.408453
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.395028
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.383329
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.373307
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.365007
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.358355
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.353984
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.374597
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.438965
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.59833
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.68543
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.839114
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07488
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.33391
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620811
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937506
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.28646
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.665799
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083743
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550367
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.078723
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.632229
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.55821
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.529069
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.505541
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.483797
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.463892
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.44575
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.429383
µ(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.41475
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.401855
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.390661
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.381176
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.373388
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.368153
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.389606
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.457433
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.643013
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.23255
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844988
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08065
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.340211
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627258
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944613
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294885
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675982
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095107
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563351
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09341
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.75108
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.639767
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.604654
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.578895
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.555018
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.533046
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.512953
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.494656
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.478163
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.463487
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.450548
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.439388
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.429955
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.423406
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.449059
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.536199
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850869
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086424
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346504
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633674
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951693
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30323
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.686182
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106496
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.576363
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108132
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41311
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18849
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.82269
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.781195
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.745104
²(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.712862
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.684031
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.657996
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.634633
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.61377
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.595193
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.578835
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.56459
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.554301
(416.50, 14.64, 247.51) (395.98, 8.10, 251.14) (0.81, 2.16, 0.81) Human 8.602522
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.5768
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.57831
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856755
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092825
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352787
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64006
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.958735
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.311034
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.696401
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117907
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589692
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753251
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42829
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2061
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11182
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.435
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.95072
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.92638
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.90446
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.95101
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.14364
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.1285
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.45293
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.91453
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.26031
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.59828
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.31068
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.31692
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.32087
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.862645
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099233
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359059
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646413
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965742
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.318802
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706634
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129336
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60287
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766445
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44344
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22364
®(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13235
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13009
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 14.01042
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.16113
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.13878
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.11886
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.10137
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.11359
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.41385
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.01696
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.96075
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.02328
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86854
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105644
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365318
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652732
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.972713
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.32653
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716882
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140779
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615733
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77961
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45854
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24109
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15282
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15651
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35858
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.29232
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.26972
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.36099
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.47961
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.74802
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.54969
(416.50, 14.64, 247.51) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.48694
(416.50, 14.64, 247.51) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.46331
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.57152
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.44737
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.58049
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874435
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112058
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371561
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659014
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979644
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334215
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727092
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15224
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21294
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792684
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47353
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25849
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1732
µ(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18306
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39792
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.25457
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.23205
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.47913
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.72474
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.70887
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.13532
(416.50, 14.64, 247.51) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.68625
(416.50, 14.64, 247.51) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.66233
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.40914
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880332
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118474
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378013
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665489
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986537
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341856
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736317
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163711
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226009
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807314
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48847
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27582
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19349
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20974
(416.50, 14.64, 247.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43735
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.21943
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.19697
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.44335
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.68825
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 12.67242
(416.50, 14.64, 247.51) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 13.21614
(416.50, 14.64, 247.51) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.89363
