¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(424.91, 9.52, 363.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113496
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25632
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86194
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43034
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05867
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55939
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00473
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41836
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86015
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33296
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86007
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49062
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74318
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05925
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668009
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922941
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199565
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500759
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829845
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190786
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588358
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02838
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517895
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06555
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63382
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.247
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82321
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38777
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01156
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62643
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04592
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46209
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93713
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44984
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00229
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73245
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98228
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048858
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655468
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909348
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.184793
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484662
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812225
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171424
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56703
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004719
ˆ(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491457
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03596
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62595
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23819
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78574
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34655
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96602
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6618
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12761
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57998
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0653
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58718
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19744
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98438
(425.05, 9.55, 363.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23088
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536523
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816979
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120781
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450869
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804648
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166427
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611057
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13885
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73015
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42198
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47142
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55128
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71207
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545617
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826836
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131461
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462476
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823368
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240829
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726238
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26755
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87495
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89103
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66811
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65899
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85355
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554814
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836802
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142287
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474232
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836222
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321501
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844126
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39951
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16972
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74909
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85245
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71538
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99733
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56414
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846871
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153181
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486135
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888549
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.385962
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944393
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53489
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64925
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02121
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90648
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77394
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1102
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573553
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857049
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164266
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498171
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946648
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451031
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0178
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65903
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04702
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17663
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96246
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83467
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.17667
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583116
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8674
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17543
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547523
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00523
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516733
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09191
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74333
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46831
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.28508
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05839
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89943
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.24452
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59272
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877815
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186748
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60054
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064397
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.583085
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16687
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74562
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21889
ˆ(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13593
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17831
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00464
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31734
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602468
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888331
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231524
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653983
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124026
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650032
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24252
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74715
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04708
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6664
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26324
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11265
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43081
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612299
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898964
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.279997
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707825
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184143
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717601
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27546
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74897
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22817
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85844
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55476
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22263
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47114
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622252
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937871
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328798
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762056
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244784
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.785778
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27741
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7511
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41486
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06419
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.35493
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33471
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51323
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632279
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982253
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377927
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816683
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305872
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847559
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27961
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75352
…(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60742
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28843
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40431
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39932
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55711
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664183
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026896
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.427347
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871703
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367432
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849813
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28207
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75622
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80605
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64121
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45609
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44064
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.63795
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704911
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07179
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47709
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927092
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429491
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.852286
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28481
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75923
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07684
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98557
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86702
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07862
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6546
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745793
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.116932
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527148
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982844
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458993
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855039
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28783
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81809
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41761
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49317
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21905
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22431
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7108
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786911
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162286
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577435
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038932
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461763
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858047
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2911
†(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87499
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68505
(425.37, 9.65, 362.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13091
