¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29056
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19747
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351103
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51297
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683617
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848174
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934919
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025196
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119175
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217005
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318819
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424881
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535357
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650471
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770493
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895622
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127778
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817039
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97486
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643295
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729334
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818964
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912404
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014648
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158947
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310775
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470674
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639249
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817178
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904682
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.994206
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087346
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184288
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28524
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390371
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499883
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613982
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732914
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890135
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178189
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893574
º(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30755
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636981
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722818
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812246
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905468
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002643
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121567
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271646
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42967
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596232
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771976
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875895
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964672
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057038
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153158
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253273
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357524
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466122
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579262
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720474
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89271
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230121
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972708
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631441
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717101
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806354
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899389
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.996377
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097541
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233713
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.389933
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554541
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.728196
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848513
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936573
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028233
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123616
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222924
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326332
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434022
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560171
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724395
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896814
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283519
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0545
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626642
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.712162
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801274
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894143
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990965
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091947
²(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197309
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351413
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514149
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685807
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82253
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909926
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000895
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095565
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194111
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29675
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408618
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.565353
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7298
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902426
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33849
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13902
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622662
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708074
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797023
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88975
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986423
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087249
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19245
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314087
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47502
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644752
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797938
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884701
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975022
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06903
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166855
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268738
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414965
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571957
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736671
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909581
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39502
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22636
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619426
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704728
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793598
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886212
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982783
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083472
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188535
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298202
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43715
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605003
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774712
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860903
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950585
¸(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04394
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141117
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272623
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422682
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579964
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.745008
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918259
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453175
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31663
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616964
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702186
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790986
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883489
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979967
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.080563
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185563
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295114
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409562
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566559
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741787
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838442
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927567
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020287
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137815
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281374
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431753
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58941
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754807
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928474
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.512962
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47229
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615263
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700436
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789175
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881638
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.978056
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078591
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18349
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293002
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407369
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529375
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702742
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817367
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.905933
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01003
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147501
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29143
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442213
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600267
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766102
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940264
¸(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574463
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614342
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699464
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788174
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880598
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976989
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077496
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182357
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291842
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406161
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525603
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665023
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797605
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888839
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02063
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15851
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30283
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454029
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612583
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778902
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953583
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637657
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614171
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699294
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787984
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880441
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976803
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077315
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182172
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291633
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405921
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525394
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650271
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779183
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900245
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03245
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170737
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315562
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467258
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626326
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793226
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968472
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702635
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612192
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699913
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788645
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881084
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977471
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07801
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182885
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292357
º(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40672
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526177
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651082
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791617
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912861
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045519
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184315
(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329641
