¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã (392.98, 14.71, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46068
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84318
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63402
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63795
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96235
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77279
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81802
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80458
(393.03, 14.69, 307.59) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 24.19654
Ô(393.03, 14.69, 307.59) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 24.21531
(393.03, 14.69, 307.59) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 24.23885
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547908
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820748
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118756
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445529
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805306
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199006
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.618505
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094825
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625742
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19986
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81538
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57123
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74231
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52613
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63393
(393.03, 14.69, 307.59) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.33016
(393.03, 14.69, 307.59) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.51091
(393.03, 14.69, 307.59) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.69907
(393.03, 14.69, 307.59) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.97019
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545056
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817644
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115359
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441761
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801177
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193895
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61282
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085455
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614705
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18745
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78791
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50893
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48259
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54749
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28854
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32753
(393.03, 14.69, 307.59) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.33863
(393.03, 14.69, 307.59) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.26085
(393.03, 14.69, 307.59) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.18794
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.99455
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.988657
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.983746
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.979815
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.984453
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188747
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607137
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076022
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603768
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16502
Õ(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76081
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44712
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40569
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37937
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05958
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03376
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58743
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.950533
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.944526
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.939494
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.935434
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.983169
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183652
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601482
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066618
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592903
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14119
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73402
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40286
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32934
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21629
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85158
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6354
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28659
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.908152
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.902037
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.896891
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.892709
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.98187
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17856
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.59586
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059834
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.58209
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11768
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70763
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37296
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25352
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05818
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68441
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39701
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99813
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55182
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.86735
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.861135
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.855882
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.851585
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.980556
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173521
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590219
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053582
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570326
Ó(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09447
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68155
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3435
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17833
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90492
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52238
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17624
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67198
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25648
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.828073
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.821765
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.816411
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.812006
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779658
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168446
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584606
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047297
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54982
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07159
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65582
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31439
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10367
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75625
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36296
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00345
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75707
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97327
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.98931
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.8837
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.790275
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.783878
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.778429
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.773921
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775191
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163418
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579019
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041108
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529567
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04899
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63045
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28569
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0322
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61199
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20443
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83619
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52372
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37915
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23785
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.18826
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.03382
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.21518
Ù(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.753904
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.747425
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.741887
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.75369
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77069
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158371
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573453
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034888
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517414
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0267
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60545
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25741
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97735
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47207
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0508
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67424
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34505
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48673
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67701
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.07766
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.1057
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.13853
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.17616
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.71892
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.712364
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.706741
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.752447
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766106
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.15335
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567911
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029144
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513918
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0047
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58079
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22959
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89996
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3363
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90183
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51739
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1722
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73777
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10304
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98973
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.24999
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.28334
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.32152
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.685279
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.678649
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.672948
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.751192
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761463
Ğ(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14839
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562366
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026184
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51079
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983049
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55649
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20213
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82451
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2683
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75744
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36543
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00497
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53731
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05991
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39567
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.40075
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.43465
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.47341
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.652941
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.646242
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.640466
(393.03, 14.69, 307.59) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.749926
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.756799
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143406
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.556858
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023181
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.508072
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961695
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53254
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1751
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75094
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21098
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61742
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21169
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84311
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34981
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80714
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59269
(393.03, 14.69, 307.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70333
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.59263
(393.03, 14.69, 307.59) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.63201
