¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(408.47, 7.07, 362.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.247955
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041216
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554682
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14221
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78875
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5192
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32468
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12551
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03218
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12945
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33197
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63506
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87489
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14975
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79068
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93962
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09481
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25649
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.624912
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823435
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037671
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269539
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521267
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795413
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095094
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423911
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.786311
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.181687
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596672
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057868
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573346
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15745
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80238
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53166
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34208
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17367
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08723
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19355
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41807
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72838
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09573
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35189
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27668
…(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43273
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59533
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76467
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630601
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829524
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044285
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276713
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529034
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803898
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104348
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434094
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797539
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195608
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612086
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074993
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592546
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1719
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8139
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54485
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36049
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22344
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14408
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25975
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50707
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81793
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3249
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5618
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66344
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95401
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12462
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33622
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636383
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835782
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051012
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283999
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.536972
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812562
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113822
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444526
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809031
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209856
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.627874
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09261
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612228
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18853
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82607
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55875
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37991
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26288
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20271
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32813
„(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58662
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91072
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56268
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77974
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90555
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38843
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54061
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69935
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642315
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842122
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05788
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291438
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.545058
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821364
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123502
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455128
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820774
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224506
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644064
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110655
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627818
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20667
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83892
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5734
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40032
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28637
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26318
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38728
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6485
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00689
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74385
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00609
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13346
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51098
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66143
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.81838
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648355
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848647
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064914
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299079
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553341
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83041
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133356
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466017
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832757
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239095
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660709
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126672
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643415
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2243
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8562
…(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58879
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42175
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31103
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3255
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42486
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69252
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10651
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86546
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21945
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36682
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63941
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79156
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9503
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654489
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855268
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.072051
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.306805
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56177
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839603
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143448
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477096
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.844995
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252707
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676996
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14103
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659504
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24247
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87818
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6049
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44422
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33687
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36471
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46421
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73868
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20963
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93894
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43755
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60933
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.77378
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92776
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08833
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660756
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862051
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079377
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314724
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570378
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848992
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153732
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488381
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857512
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266581
ƒ(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690342
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155897
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676175
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26121
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9009
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62313
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46771
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3639
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38583
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50543
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78702
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30347
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95945
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59754
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76488
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91426
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07011
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23266
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667162
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868904
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086848
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322781
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579169
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858577
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164244
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499963
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87025
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277635
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704106
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171242
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693299
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28056
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92434
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64986
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49225
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38686
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40831
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54848
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83757
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35511
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98285
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64689
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90971
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06096
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21884
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38345
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673672
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.875941
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0944
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331029
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5881
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86833
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174904
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511677
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882246
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.288131
(407.79, 7.09, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718277
