¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(329.89, 7.28, 367.03) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 5.801635
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76383
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51445
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38835
(329.92, 7.29, 366.60) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.39226
(329.92, 7.29, 366.60) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.39891
(329.92, 7.29, 366.60) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.58058
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70738
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06712
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34472
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54778
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7593
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97958
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20916
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44848
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.506176
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80144
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126232
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.485132
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883718
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328855
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829095
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.395211
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73327
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48184
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34525
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4242
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71296
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19359
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52654
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8776
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2408
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44112
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64968
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86698
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09336
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32938
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494484
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788599
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112071
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469439
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866235
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.309266
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806999
Ê(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370103
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01222
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44912
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30396
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37526
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65403
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08276
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35201
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69479
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05634
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33857
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5444
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75879
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98217
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27706
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482692
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775653
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.097795
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453621
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.848619
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289531
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.784747
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344826
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.983264
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41633
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26244
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32609
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5949
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08415
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26516
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51834
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87146
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24014
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44331
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65495
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8754
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28132
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28659
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470804
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762603
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083408
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437685
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830876
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.269659
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762347
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.319387
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954134
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38353
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2214
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27669
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53552
É(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.088
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26908
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45764
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69312
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05715
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34631
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55529
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79289
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28854
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27515
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458826
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749454
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068914
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421636
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81301
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249654
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.739802
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.293797
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924844
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64147
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1834
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22711
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47594
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09427
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27556
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46428
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66082
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87679
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25241
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45979
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80252
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29871
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26627
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.446757
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736211
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05432
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405478
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795027
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229527
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.717128
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.268065
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895404
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60557
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14535
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17736
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41617
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10302
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28454
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47352
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67031
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87532
Å(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08895
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36829
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81492
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3119
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25998
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434604
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722878
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039629
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389216
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.776932
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209279
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.694324
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.242199
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.865818
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56963
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10728
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12744
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35632
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11426
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29605
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48535
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68247
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88783
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1018
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37527
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83016
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32805
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25624
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.422369
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709457
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024845
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372855
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758734
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188921
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671402
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.216207
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.836103
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53367
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32352
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07737
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2963
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12795
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31013
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49981
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6973
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90307
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16308
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49279
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8482
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34723
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2551
¯(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410058
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695953
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009974
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356401
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740438
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168456
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648371
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190096
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.806265
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4977
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28183
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02718
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23618
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14416
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32675
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51688
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71485
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93147
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31209
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61488
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91842
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36941
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39767
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68237
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995018
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339855
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722043
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147891
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.625232
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163876
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776312
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46172
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24016
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9769
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17595
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16282
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34593
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53657
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73509
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07853
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44748
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74172
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05011
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39463
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385211
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.668713
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979983
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323231
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703561
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127233
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601995
­(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.137555
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746258
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42574
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19851
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09756
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11571
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18403
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36768
(329.92, 7.29, 366.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55892
