¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.23, 7.25, 370.13) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71204
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.249119
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75358
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67062
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36618
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06475
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35827
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17822
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73168
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49563
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91028
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273417
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679395
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13505
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649981
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236428
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73637
É(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63595
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24959
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93426
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07041
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85603
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09432
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36781
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.906464
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266712
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.67031
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124811
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.638358
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.223121
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71814
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5332
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13541
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80657
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79436
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54777
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50255
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23664
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902307
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262089
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663016
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.114097
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.626195
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.209199
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69897
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47311
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03203
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68162
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52947
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25262
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06054
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07825
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.897811
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257087
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65742
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.106172
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.613502
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.194676
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6788
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42827
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98256
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59596
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27509
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96984
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74434
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24307
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89298
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251714
¼(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65141
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099406
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60491
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179617
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65764
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38412
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93385
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54199
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10157
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69046
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.441
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48285
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.887819
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245972
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644988
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092177
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596715
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.169043
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62708
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34061
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88589
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48885
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95365
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41487
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13392
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93749
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882323
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.23986
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638152
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084483
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.583111
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14455
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57882
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29778
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8387
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43655
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8105
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15089
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8404
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60923
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3412
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8765
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.233385
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630911
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068766
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561238
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119627
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53045
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25557
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79221
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36578
Ë(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67189
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99619
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55959
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29595
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77698
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870352
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22442
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613747
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049084
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.538988
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.09428
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48204
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21384
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74645
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23834
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53774
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85471
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29073
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99673
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48893
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91663
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.85985
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208441
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.595918
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.029069
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51637
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068523
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4335
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15816
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70144
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11487
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40778
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71776
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04619
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71067
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21372
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62451
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00574
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845211
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.192198
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577796
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008734
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.493395
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042372
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669237
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10245
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65717
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99525
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28194
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58518
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9064
Æ(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.437
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95056
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34553
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76649
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830335
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175694
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559392
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.988085
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.470077
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.015838
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638785
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04675
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61347
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87931
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16007
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45686
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77109
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17497
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69872
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07885
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48353
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9152
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815227
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158941
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540711
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967135
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446424
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.988932
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.607918
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99108
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50637
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76695
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04198
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33263
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64024
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96611
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45764
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82375
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21325
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62823
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799895
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14194
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521763
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.945889
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.422445
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96167
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.576656
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93546
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40256
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65802
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92759
Ï(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21234
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51356
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83253
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22657
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57961
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9548
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35421
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78005
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784346
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.124704
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502556
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924362
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398157
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.934063
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.545017
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88422
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31692
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57084
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83876
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12181
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42116
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73829
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04365
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38978
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75756
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14891
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56613
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768584
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107237
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483098
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902561
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373569
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906127
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513013
(342.20, 7.23, 370.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85595
