¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(436.37, 13.85, 287.31) (431.65, 9.71, 249.74) (8.45, 2.89, 4.28) Truck 21.9499
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789156
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196893
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609911
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11923
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51532
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68605
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86452
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05128
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2468
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59223
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03129
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52128
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99056
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34956
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73169
¶(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13918
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.219033
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473853
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751883
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056256
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381191
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73283
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12133
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.47336
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828552
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216553
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631449
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17893
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59237
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7658
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9472
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13699
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3971
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81926
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27638
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76236
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10621
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47179
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86114
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217798
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472561
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750433
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054665
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378334
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729682
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11781
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494785
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856185
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.236836
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.653683
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23919
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67216
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84846
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03285
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22585
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61769
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05707
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52661
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87598
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22619
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59871
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99564
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.216577
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471255
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.748972
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053078
·(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375509
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726572
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114389
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523466
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875309
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257745
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676572
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30004
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75477
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.934
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12156
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4257
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84854
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28179
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6245
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99374
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35063
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7304
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88981
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215352
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469866
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747467
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051447
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372689
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723483
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110933
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542931
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895023
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279249
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700135
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36146
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84027
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02265
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24267
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64996
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05018
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37261
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74209
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11586
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4797
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86707
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79307
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214071
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468462
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745946
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049778
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369924
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720397
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107574
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542582
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915279
¸(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301322
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724352
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42344
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9288
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11441
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46062
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8308
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13922
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46669
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86384
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24243
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61357
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48862
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70158
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212775
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467047
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744419
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048092
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367183
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717364
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10422
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540035
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.936071
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32408
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749269
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48603
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0204
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27983
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62278
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91819
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23143
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57754
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98989
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37369
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75248
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40387
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61518
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211458
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465618
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742845
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046185
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364456
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714382
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100896
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537434
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957426
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347389
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790592
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54918
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11521
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42536
¹(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70856
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0086
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32683
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69966
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12038
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50977
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12239
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32407
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53392
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210101
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464144
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741246
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043751
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361783
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711424
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097624
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.534783
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979349
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37137
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845295
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61291
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23777
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50961
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79728
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10209
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42585
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82603
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25551
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65089
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04885
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24915
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45761
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.208721
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.462623
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73963
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041338
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359097
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708507
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094368
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532084
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001854
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395945
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.900432
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67719
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32056
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5967
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88897
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19883
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54838
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95682
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39544
·(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90036
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91509
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17907
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38621
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20734
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461128
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737939
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038915
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356497
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705602
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09116
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529373
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.024933
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421153
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955989
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72082
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40607
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68666
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98375
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29884
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67504
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0922
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54041
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00739
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6573
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9945
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31963
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205925
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45959
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736287
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036542
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353888
(436.39, 13.91, 287.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702733
