¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.58, 7.27, 372.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.530413
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12542
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.77313
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.74276
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.71482
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.68929
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.66614
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.64534
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.62689
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.61075
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.59691
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.58536
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.57609
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56909
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56435
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56187
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56164
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56367
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.56795
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.57449
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232418
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45392
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693055
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952022
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.305813
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714784
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173925
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807346
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.950075
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28868
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.60529
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.57531
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.54772
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.5225
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.49964
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.4791
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.46086
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.4449
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.43122
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41979
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41061
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40366
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.39895
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.39645
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.39618
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.39814
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40231
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.40872
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247601
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470256
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710734
¤(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971174
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304751
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713559
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172598
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905646
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07803
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32858
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.44436
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.41475
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.3875
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.36259
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.34
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.3197
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.30167
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.28589
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.27236
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.26105
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.25195
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.24506
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.24037
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.23787
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.23756
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.23944
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.24352
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.24979
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262951
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486845
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728613
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9906
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303471
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712152
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17101
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004223
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20726
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.32162
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.28999
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.26074
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.23382
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.2092
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.18687
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.16681
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.14898
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.13338
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.11998
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.10879
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.09977
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.09293
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08826
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08576
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08541
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08723
¦(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.09121
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.09736
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278514
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503592
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74674
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010224
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302032
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710521
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169183
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102938
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33772
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.17312
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.14187
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.11296
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.08635
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.06202
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.03995
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.02011
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.00247
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.98704
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.97378
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9627
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.95376
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94698
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94233
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.93982
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.93944
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.9412
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94509
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.95112
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29426
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520547
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765125
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030163
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318267
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708706
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193645
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201735
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46936
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.03058
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.99969
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.97111
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.94481
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.92075
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89892
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8793
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86186
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.84658
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83346
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.82248
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81362
¤(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80689
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80226
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79975
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.79934
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80104
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.80484
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.81076
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310174
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.537718
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783697
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050299
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340224
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706661
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271608
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300556
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6021
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.89371
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.86318
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.83491
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.8089
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.78511
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76352
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.7441
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.72684
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.71172
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.69873
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.68785
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.67907
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.67239
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66779
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66527
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66483
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.66648
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.6702
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.67601
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326283
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555094
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802485
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070709
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362431
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704428
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3493
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399261
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6358
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.76227
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.73207
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.70411
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.67838
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.65484
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.63348
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.61427
¤(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.59718
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.58221
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.56935
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.55856
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.54986
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.54322
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.53865
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.53613
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.53567
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.53726
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.5409
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.54661
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342578
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572681
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821516
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091338
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384938
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705424
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426674
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517456
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64605
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.636
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.60612
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.57846
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.553
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.52971
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.50856
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.48954
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.47263
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.45781
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.44506
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.43437
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.42574
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.41915
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.4146
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.41208
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.41159
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.41313
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.41671
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.42232
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359028
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59045
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84076
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112258
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407678
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719243
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526718
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.650377
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.54649
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.51468
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.48511
§(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.45774
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.43254
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.40948
(342.31, 7.27, 372.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.38855
