¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(354.88, 7.08, 355.16) (329.51, 1.39, 364.73) (0.81, 2.16, 0.81) Human 13.87237
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186955
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443565
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789119
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.100982
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135737
Ã(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676814
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.303797
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0306
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88288
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89598
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11987
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79081
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88842
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62135
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58029
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722482
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943769
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181615
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437815
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773764
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.142756
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.166072
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656295
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280165
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00282
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84879
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85361
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06637
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71846
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79603
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52588
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5385
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718021
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939034
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176513
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432292
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758224
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186597
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197852
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633796
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253277
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.970618
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81081
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80815
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.01216
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64526
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70353
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42655
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49863
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.713789
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934477
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171613
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427058
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742453
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194707
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.231131
Å(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609597
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225388
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93814
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77252
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76236
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96079
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57133
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61105
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32351
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46067
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709789
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930197
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167003
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422069
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726501
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176762
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265901
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.585179
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19726
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.905398
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73395
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71625
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.90897
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49666
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51853
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21688
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39092
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705947
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926069
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162586
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41733
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710388
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158608
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307729
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560553
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168907
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872409
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6951
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66985
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85673
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42675
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42225
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09435
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30571
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70236
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922201
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158425
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412859
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.694034
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140231
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.36059
´(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535728
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.140335
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.839186
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.656
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62577
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8041
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.25131
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31831
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.913
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22299
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698932
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918566
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15451
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408595
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682963
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121673
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415752
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510712
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111556
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805736
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61666
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58217
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75109
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18552
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21436
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.731
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14275
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695743
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9151
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150806
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404626
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678699
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102928
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473279
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50762
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082584
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.772082
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57709
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53826
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69774
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11936
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12385
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57002
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0649
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692738
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911908
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147346
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40089
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67465
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080991
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533245
Á(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.55133
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.053429
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.738229
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53765
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49404
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64407
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06254
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03711
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45656
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98945
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.66578
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68994
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908909
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144121
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39746
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669123
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057932
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545036
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596774
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.024101
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.704193
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50035
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44955
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59011
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03403
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95004
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34287
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92265
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687367
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.906166
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140925
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392066
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663075
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03476
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518885
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.64399
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.994611
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669989
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4628
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40479
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.56613
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97915
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86265
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22896
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91476
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333539
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902997
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136008
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386765
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657343
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01147
¹(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492634
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.704996
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.964971
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.635626
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42502
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37094
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54973
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92403
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77505
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11487
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.90115
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.314198
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898629
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.131296
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381704
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651877
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988099
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466277
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775392
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935188
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601782
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38704
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35686
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53253
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8687
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68719
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00066
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8058
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295276
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894481
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126835
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376914
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646719
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96464
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439805
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84864
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.905276
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.569241
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37239
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3421
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51452
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81318
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59916
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88638
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70892
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96823
(354.46, 7.05, 355.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276495
