¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(333.01, 7.41, 370.53) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 7.514063
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407162
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625215
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862815
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105493
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348226
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612435
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876649
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.467081
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17572
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99084
±(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79121
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71999
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76692
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.20026
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.17817
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.15891
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.14246
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.12879
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.1179
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.10977
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.1044
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.10179
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.10192
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.1048
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.693445
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.853277
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.025424
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.211281
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.412481
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630993
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862981
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085234
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326278
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588536
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.860661
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457584
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1722
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97702
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77524
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70139
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74219
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.54817
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.52551
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.50574
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.48885
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.47482
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.46363
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.45527
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.44974
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.44703
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.44714
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.45006
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.697487
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.857625
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.030118
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.216355
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.418008
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637002
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844663
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.065454
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30477
¯(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565168
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844831
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454557
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16874
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96358
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75976
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68333
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71823
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.91654
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.89327
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.87297
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.85562
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.8412
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.82969
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.82109
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.81538
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.81257
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.81264
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.81561
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.701684
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.862144
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034956
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.22157
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423654
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623875
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826778
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046118
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28385
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542368
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833154
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451571
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16523
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95055
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74475
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66584
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69512
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90268
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.2832
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.26233
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.24448
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.22965
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.2178
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.20894
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.20305
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.20012
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.20016
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.20317
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.705989
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.866756
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039931
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.226932
«(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.420592
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.607695
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809323
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.02724
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.263372
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520149
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825967
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448578
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1618
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93793
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73023
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64889
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67272
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87615
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.69723
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.67575
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.65738
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.6421
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.6299
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.62076
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.61467
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.61162
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.61162
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.61467
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.710411
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.871544
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045061
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232488
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405863
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591849
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.792272
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.00882
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243437
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529224
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801588
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445624
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15837
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92572
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71613
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63248
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65112
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85052
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.13756
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.11544
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.09651
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.08076
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.06817
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.05873
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.05242
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.04925
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.04921
 (333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.05229
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.714952
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.876431
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.050333
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.219415
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391485
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.57642
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77565
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990856
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223989
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567491
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777246
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429332
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15493
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91395
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70252
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61549
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6303
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82585
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25476
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.58382
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.56429
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.54803
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.53503
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.52526
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.51873
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.51541
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.51532
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.51845
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.719624
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.881444
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.046698
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.206329
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37746
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561362
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759404
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973337
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205005
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600222
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752961
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.401196
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15151
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90253
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68941
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59831
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61024
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80208
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22613
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.93642
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.91642
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.89977
Š(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.88643
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.8764
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.86968
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.86624
(333.01, 7.41, 370.53) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.8661
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.724429
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.886289
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.034757
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193572
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363797
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54665
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743624
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956265
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186503
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627276
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728723
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373175
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1225
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89157
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67676
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58181
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59096
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77925
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19865
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92356
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06399
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.729323
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.875378
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.023105
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181099
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350434
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.532348
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728211
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939638
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168512
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6485
(333.01, 7.41, 370.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704534
