¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588234
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251629
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540224
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858165
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210036
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588543
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.009478
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481567
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014692
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.639312
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37203
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22765
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23975
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45527
÷(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94211
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69316
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.98906
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.45661
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.83627
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518204
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73858
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978503
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240654
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528122
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844802
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195221
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571431
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990334
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460066
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990317
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612142
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34048
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19063
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19568
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40191
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87619
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61073
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89916
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.73896
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.74863
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.509761
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729407
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.968508
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229681
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516061
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831495
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180295
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554445
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971368
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438704
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.966147
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585125
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30915
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15381
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15192
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34896
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81084
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52939
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79244
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94629
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.66085
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501348
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720242
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.958522
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218749
ı(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504077
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818244
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165136
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537584
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952527
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.417543
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942161
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558283
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27801
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11732
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10843
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29643
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7461
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44907
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.687
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79667
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.57297
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.492924
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711127
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.948541
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207852
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492129
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80507
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150079
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520857
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933868
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396547
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918418
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531602
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24707
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08106
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06531
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24439
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68198
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36982
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5828
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64872
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.69908
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.484578
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702048
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93865
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197013
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480237
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791938
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135158
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504283
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91533
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375737
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894894
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505063
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21637
…(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04502
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02254
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19276
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61843
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29161
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47981
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50233
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476243
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692989
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928776
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186235
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468386
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778856
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120301
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487825
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896939
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355114
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871566
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.478728
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18582
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00929
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98015
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14154
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55552
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21445
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37805
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35763
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.467942
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683965
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918956
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175491
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456595
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765867
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1056
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471525
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878772
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334661
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848445
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452564
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15555
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97384
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93804
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09084
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49319
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13831
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2775
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21449
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4597
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675012
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909198
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.164802
ˆ(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444844
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752908
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091041
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455351
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860732
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.314425
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825573
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426525
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12548
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93861
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89631
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04056
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43149
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0632
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17823
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07304
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451456
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666065
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899492
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154192
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433169
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740057
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076601
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439316
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842857
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294355
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802861
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400736
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0956
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90372
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85493
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99076
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37038
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98914
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08015
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93321
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443248
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.657175
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889792
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143583
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421577
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727262
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062291
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423433
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825135
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274487
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780408
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375113
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06599
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86906
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81392
©(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92796
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30992
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91613
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98329
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79498
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.72418
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.719882
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.717483
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.716978
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435124
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.648355
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880146
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133071
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410035
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714545
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048085
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407705
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8076
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254833
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758224
(333.94, 7.57, 371.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349679
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.861313
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.833577
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.807906
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.784268
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.762645
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.743013
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.725349
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.709642
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.69587
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.684024
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.681936
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.687848
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.69566
(333.94, 7.57, 371.85) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 9.705377
