¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(336.26, 7.66, 345.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644976
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38089
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39331
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387163
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643755
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923238
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22782
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522271
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838224
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183583
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535521
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6255
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719134
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816569
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917955
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023484
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133348
ø(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247714
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366858
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491002
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602978
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939604
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81183
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78687
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15203
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99447
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33443
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.78964
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388307
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644994
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924625
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228868
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530567
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847282
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193482
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529943
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619844
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713303
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81061
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911834
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0172
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126898
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241092
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.360056
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.483994
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613163
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06209
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95711
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94479
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31567
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23843
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29949
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20926
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389464
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646256
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92597
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22996
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53908
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856566
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203668
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.525686
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615459
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708833
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806007
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907114
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012341
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121913
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235977
÷(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354769
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47859
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612877
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18846
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10141
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10829
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48487
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46288
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45187
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.64975
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390617
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647488
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.927337
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23108
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547783
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866075
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214023
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52268
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612368
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705696
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802755
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90379
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00896
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11841
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232391
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351097
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480221
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643745
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31895
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24346
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27766
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65992
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69573
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.74004
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.08359
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391753
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64875
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928688
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.232285
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552531
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875775
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224658
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520985
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610625
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703863
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800915
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901898
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006994
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.116409
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230331
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354372
ù(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.511747
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.727345
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45368
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39028
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43064
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85124
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93743
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.01337
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.53903
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39289
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64998
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930039
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233519
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553884
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885652
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235495
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52051
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610127
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703379
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800383
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901354
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.006459
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11584
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234913
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386507
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545041
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847926
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59277
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54213
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5827
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06359
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.02727
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.32007
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394011
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651203
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931377
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234801
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555308
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895794
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246604
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521279
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610931
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704217
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801232
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902239
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007333
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121503
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267637
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420398
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580162
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972589
ö(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73644
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69911
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73995
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28386
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.97376
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.64028
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395156
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652419
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932701
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236135
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.556763
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906102
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257886
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523332
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613039
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70636
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80345
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.904509
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013811
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154778
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302042
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45602
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.617069
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10145
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88491
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84529
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90259
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50646
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.91776
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97482
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396244
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653649
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.934033
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237542
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55829
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910387
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269432
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526649
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61643
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709846
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807032
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911495
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047577
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1897
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338188
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493437
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.65582
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23481
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03638
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98683
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07088
õ(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71632
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.87747
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32459
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397378
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654854
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.935373
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238981
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.559873
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912118
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281185
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53123
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621168
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714638
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814304
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94574
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082962
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226292
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.376057
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532668
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.774984
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37269
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18253
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13294
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24504
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93369
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.85126
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69056
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398458
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656073
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936661
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240472
(336.48, 7.78, 344.59) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561468
